,index,Rk,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%_x,MP.1,PTS.1,TRB.1,AST.1,WS,WS/48,BPM,VORP,College SOS,DARKO,LEBRON,sos,nba_id,Team,DPM,O-DPM,D-DPM,Box DPM,Box O-DPM,Box D-DPM,FGA/100,FG2%,FG3A/100,FG3%,FG3ARate%,FTA/100,FT%_y,FTARate%,Usg%,Reb/100,Ast/100,Ast%,Blk/100,Blk%,Tov/100
223,384,25,25,LAC,Reggie Bullock,UNC,8,366,7873,2799,854,441,0.433,0.392,0.844,21.5,7.6,2.3,1.2,14.9,0.091,-0.6,2.7,,,,8.41,203493,New York Knicks,-0.54,-0.62,0.08,0.57,0.34,0.23,13.801,0.506,10.198,0.395,0.736,1.625,0.854,0.12,0.136,5.332,2.298,0.069,0.256,0.003,0.89
224,403,44,44,DAL,Mike Muscala,Bucknell,8,389,6102,2322,1242,356,0.458,0.368,0.847,15.7,6,3.2,0.9,14.5,0.114,-0.3,2.7,,,,-3.94,203488,Oklahoma City Thunder,-0.26,-0.33,0.07,0.04,0.89,-0.85,20.906,0.538,13.64,0.359,0.655,3.084,0.849,0.182,0.201,10.077,2.191,0.076,0.907,0.011,1.575
225,420,1,1,NOH,Anthony Davis,Kentucky,9,564,19401,13463,5769,1292,0.514,0.312,0.799,34.4,23.9,10.2,2.3,86.8,0.215,6.2,40,,,,7.93,203076,Los Angeles Lakers,3.64,1.27,2.37,3.85,2.11,1.74,25.412,0.543,4.468,0.291,0.188,10.391,0.786,0.421,0.299,12.485,4.441,0.152,2.404,0.026,3.087
226,422,3,3,WAS,Bradley Beal,Florida,9,605,20979,13303,2452,2436,0.456,0.377,0.82,34.7,22,4.1,4,47.4,0.108,1.8,19.9,,,,7.33,203078,Washington Wizards,2.26,4,-1.74,1.52,3.8,-2.28,29.604,0.526,7.879,0.359,0.289,9.944,0.861,0.332,0.318,6.087,5.205,0.181,0.53,0.006,3.641
227,425,6,6,POR,Damian Lillard,Weber State,9,682,24779,16815,2856,4514,0.439,0.375,0.893,36.3,24.7,4.2,6.6,92.3,0.179,4.8,42.6,,,,-2.21,203081,Portland Trail Blazers,4.15,5.77,-1.62,4.23,5.59,-1.36,26.178,0.525,15.038,0.388,0.568,9.827,0.902,0.403,0.3,5.52,10.057,0.327,0.43,0.005,3.569
228,426,7,7,GSW,Harrison Barnes,UNC,9,670,21176,9301,3385,1190,0.452,0.377,0.8,31.6,13.9,5.1,1.8,38.8,0.088,-1,5.5,,,,8.61,203084,Sacramento Kings,0.3,1.19,-0.89,0.36,1.49,-1.13,17.571,0.506,7.721,0.363,0.47,5.984,0.773,0.358,0.223,8.849,4.328,0.143,0.341,0.004,2.115
229,427,8,8,TOR,Terrence Ross,Washington,9,607,15178,6896,1746,725,0.419,0.367,0.835,25,11.4,2.9,1.2,23.1,0.073,-0.7,5.1,,,,6.51,203082,Orlando Magic,-1.62,-0.74,-0.87,-0.51,0.07,-0.58,23.576,0.476,9.805,0.352,0.423,5.649,0.832,0.243,0.253,5.968,4.53,0.156,0.699,0.008,2.628
230,428,9,9,DET,Andre Drummond,UConn,9,645,19832,9358,8839,872,0.538,0.135,0.47,30.7,14.5,13.7,1.4,62.6,0.152,1.3,16.6,,,,8.07,203083,Los Angeles Lakers,0.39,-1,1.39,1.27,-0.96,2.23,17.571,0.562,1.1,0.192,0.062,6.383,0.597,0.376,0.22,22.105,2.28,0.072,2.051,0.025,3.911
231,429,10,10,NOH,Austin Rivers,Duke,9,588,14362,5338,1245,1348,0.418,0.35,0.646,24.4,9.1,2.1,2.3,12.7,0.043,-3,-3.6,,,,8.4,203085,Denver Nuggets,-1.36,-0.56,-0.8,-0.68,-0.48,-0.2,12.322,0.52,8.388,0.364,0.674,1.764,0.725,0.167,0.127,4.121,3.721,0.103,0.227,0.003,1.371
232,431,12,12,HOU,Jeremy Lamb,UConn,9,517,10961,5395,1919,823,0.444,0.344,0.858,21.2,10.4,3.7,1.6,25.5,0.112,0.8,7.6,,,,9.25,203087,Indiana Pacers,0.28,0.24,0.04,1.07,-0.06,1.13,19.279,0.494,8.732,0.359,0.481,5.073,0.881,0.273,0.198,8.442,3.624,0.1,1.22,0.014,1.77
233,434,15,15,PHI,Maurice Harkless,St. John's,9,574,13156,4042,2086,549,0.475,0.321,0.621,22.9,7,3.6,1,22.5,0.082,-0.7,4.3,,,,6.98,203090,Sacramento Kings,-0.21,-1.18,0.97,0.51,-0.74,1.25,12.441,0.538,5.731,0.329,0.465,3.28,0.721,0.238,0.14,6.534,2.901,0.086,1.086,0.013,1.679
234,453,34,34,CLE,Jae Crowder,Marquette,9,668,16676,6424,2787,1058,0.419,0.346,0.777,25,9.6,4.2,1.6,35.9,0.103,0.2,9.3,,,,8,203109,Phoenix Suns,1.09,0.14,0.95,0.39,-0.23,0.62,12.403,0.492,9.281,0.366,0.787,2.356,0.778,0.175,0.133,8.886,2.968,0.074,0.912,0.011,1.468
235,454,35,35,GSW,Draymond Green,Michigan State,9,639,18183,5614,4415,3413,0.436,0.316,0.715,28.5,8.8,6.9,5.3,49,0.129,2.6,21.3,,,,9.76,203110,Golden State Warriors,1.91,-1.13,3.04,1.99,-1.11,3.1,9.65,0.557,3.224,0.303,0.321,2.885,0.744,0.297,0.129,11.297,12.8,0.341,1.323,0.015,4.202
236,458,39,39,DET,Khris Middleton,Texas A&M,9,585,18551,9811,2810,2103,0.46,0.395,0.879,31.7,16.8,4.8,3.6,45.2,0.117,0.6,12.4,,,,7.42,203114,Milwaukee Bucks,2.05,1.79,0.26,1.75,2.22,-0.47,24.405,0.494,8.849,0.387,0.35,5.59,0.885,0.237,0.265,8.921,6.497,0.198,0.206,0.002,3.576
237,459,40,40,POR,Will Barton,Memphis,9,552,13846,6203,2315,1429,0.433,0.352,0.786,25.1,11.2,4.2,2.6,22.8,0.079,-0.2,6.1,,,,4.2,203115,Denver Nuggets,-0.3,0.2,-0.5,-2.17,-1.51,-0.66,18.758,0.469,8.957,0.353,0.494,3.875,0.77,0.206,0.192,6.709,4.98,0.143,0.598,0.007,2.527
238,462,43,43,ATL,Mike Scott,Virginia,9,555,9182,3736,1727,499,0.453,0.362,0.757,16.5,6.7,3.1,0.9,16.8,0.088,-1.8,0.6,,,,6.34,203118,Philadelphia 76ers,-1.8,-2.17,0.37,-1.84,-1.68,-0.16,13.265,0.468,9.969,0.343,0.714,1.275,0.692,0.1,0.129,7.786,2.54,0.073,0.647,0.007,1.138
239,480,1,1,CLE,Kyrie Irving,Duke,10,582,19713,13293,2212,3336,0.47,0.391,0.881,33.9,22.8,3.8,5.7,68.7,0.167,4.6,32.7,,,,8.32,202681,Brooklyn Nets,3.46,4.27,-0.82,4.58,4.14,0.44,27.284,0.54,10.096,0.382,0.364,6.028,0.901,0.206,0.299,6.922,6.794,0.234,0.757,0.009,3.034
240,483,4,4,CLE,Tristan Thompson,Texas,10,673,18659,6248,5832,691,0.518,0.257,0.609,27.7,9.3,8.7,1,46,0.118,-1.6,1.7,,,,7.96,202684,Boston Celtics,-1.18,-1.66,0.49,-1.41,-1.41,0,11.72,0.553,1.133,0.243,0.064,4.631,0.593,0.349,0.148,16.803,2.502,0.071,1.333,0.014,2.253
241,488,9,9,CHA,Kemba Walker,UConn,10,704,23718,13983,2704,3788,0.419,0.36,0.84,33.7,19.9,3.8,5.4,57.7,0.117,2.9,29.1,,,,9.39,202689,Boston Celtics,2.27,2.9,-0.63,1.34,2.37,-1.03,25.692,0.502,12.197,0.356,0.493,6.797,0.848,0.279,0.272,6.322,7.587,0.241,0.496,0.006,3.213
242,490,11,11,GSW,Klay Thompson,Washington State,8,615,20340,11995,2130,1416,0.459,0.419,0.848,33.1,19.5,3.5,2.3,46.8,0.11,0.7,14.2,,,,6.32,202691,Golden State Warriors,0.49,0.58,-0.08,-0.3,0.59,-0.89,18.825,0.49,9.34,0.407,0.467,3.181,0.829,0.137,0.217,5.775,3.216,0.101,0.671,0.008,1.849
243,491,12,12,UTA,Alec Burks,Colorado,10,544,12061,5705,1813,1025,0.422,0.373,0.796,22.2,10.5,3.3,1.9,20,0.079,-0.9,3.4,,,,6.65,202692,New York Knicks,0.41,0.23,0.18,0.76,0.69,0.07,21.431,0.457,10.692,0.358,0.505,5.803,0.845,0.289,0.224,9.381,4.383,0.139,0.531,0.006,2.112
244,492,13,13,PHO,Markieff Morris,Kansas,10,698,17426,7693,3669,1130,0.446,0.341,0.776,25,11,5.3,1.6,26.7,0.074,-1.4,2.7,,,,7.92,202693,Los Angeles Lakers,-1.99,-2.24,0.25,-2.97,-2.23,-0.74,16.257,0.486,8.51,0.332,0.517,2.543,0.745,0.18,0.174,10.337,2.927,0.087,0.871,0.009,2.238
245,494,15,15,IND,Kawhi Leonard,San Diego State,10,576,18025,11085,3689,1672,0.493,0.384,0.858,31.3,19.2,6.4,2.9,83.3,0.222,6.8,40.1,,,,5.29,202695,Los Angeles Clippers,6.13,4.74,1.39,6.96,5.3,1.66,26.809,0.55,7.568,0.36,0.287,9.944,0.836,0.353,0.312,10.222,6.681,0.244,0.672,0.008,3.721
246,498,19,19,CHA,Tobias Harris,Tennessee,10,680,21075,11056,4164,1476,0.475,0.367,0.827,31,16.3,6.1,2.2,52.8,0.12,1.2,16.8,,,,8.73,202699,Philadelphia 76ers,1.95,1.35,0.6,1.63,1.44,0.19,23.1,0.545,4.958,0.363,0.214,5.054,0.855,0.219,0.244,10.068,5.018,0.16,0.857,0.01,2.252
247,503,24,24,OKC,Reggie Jackson,Boston College,10,628,15664,7920,1851,2661,0.43,0.349,0.855,24.9,12.6,2.9,4.2,33.1,0.101,0.4,9.5,,,,7.25,202704,Los Angeles Clippers,0.46,1.15,-0.68,-0.77,0.67,-1.44,21.959,0.495,10.479,0.379,0.511,3.766,0.845,0.171,0.226,5.519,5.189,0.156,0.189,0.002,2.509
248,508,29,29,SAS,Cory Joseph,Texas,10,663,14561,4640,1710,1949,0.444,0.333,0.774,22,7,2.6,2.9,26.2,0.086,-1,3.8,,,,7.96,202709,Detroit Pistons,-1.26,-1.22,-0.04,-1.77,-1.57,-0.2,16.499,0.493,4.597,0.302,0.275,4.18,0.809,0.243,0.188,5.584,8.936,0.266,0.577,0.007,3.227
249,509,30,30,CHI,Jimmy Butler,Marquette,10,633,20933,11003,3322,2524,0.458,0.327,0.838,33.1,17.4,5.2,4,84.4,0.194,4.5,34.2,,,,8.21,202710,Miami Heat,3.94,2.61,1.32,2.92,2.44,0.48,20.5,0.519,4.191,0.288,0.207,10.925,0.826,0.521,0.247,9.537,9.76,0.31,0.678,0.007,2.982
250,534,55,55,BOS,E'Twaun Moore,Purdue,10,598,12564,4743,1208,1055,0.455,0.388,0.742,21,7.9,2,1.8,14.8,0.057,-1.9,0.2,,,,7.64,202734,Phoenix Suns,-2.07,-1.89,-0.18,-1.79,-1.65,-0.14,17.818,0.446,5.535,0.354,0.31,2.387,0.708,0.105,0.193,6.391,4.789,0.144,0.374,0.004,3.046
251,540,1,1,WAS,John Wall,Kentucky,10,613,21833,11702,2612,5557,0.431,0.323,0.779,35.6,19.1,4.3,9.1,44.1,0.097,2.4,24.1,,,,6.82,202322,Houston Rockets,0.28,0.78,-0.5,0.22,0.83,-0.61,28.025,0.448,10.011,0.307,0.358,8.982,0.743,0.317,0.335,5.263,10.308,0.371,1.1,0.013,5.941
252,542,3,3,NJN,Derrick Favors,Georgia Tech,11,751,18549,8148,5424,826,0.534,0.205,0.664,24.7,10.8,7.2,1.1,58.8,0.152,1,13.8,,,,9.02,202324,Utah Jazz,0.18,-0.94,1.12,2.07,-0.23,2.3,10.396,0.663,1.023,0.182,0.053,3.041,0.65,0.284,0.121,17.151,1.675,0.048,2.609,0.029,1.4
253,544,5,5,SAC,DeMarcus Cousins,Kentucky,10,606,18791,12372,6394,1908,0.46,0.334,0.737,31,20.4,10.6,3.1,45.2,0.116,2.6,21.6,,,,6.82,202326,Los Angeles Clippers,-1.29,-1.82,0.53,1.16,-0.31,1.47,25.128,0.522,6.556,0.313,0.238,7.564,0.702,0.325,0.278,17.235,4.429,0.159,1.709,0.02,4.275
254,547,8,8,LAC,Al-Farouq Aminu,Wake Forest,11,711,17698,5350,4280,879,0.42,0.332,0.746,24.9,7.5,6,1.2,27.6,0.075,-0.6,6.4,,,,8.1,202329,Chicago Bulls,0,-1.77,1.78,-0.4,-1.88,1.48,12.621,0.448,4.909,0.315,0.422,3.644,0.733,0.25,0.145,12.394,2.859,0.09,0.922,0.012,2.173
255,548,9,9,UTA,Gordon Hayward,Butler,11,685,21268,10676,3078,2399,0.453,0.37,0.825,31,15.6,4.5,3.5,57.2,0.129,2.1,22.2,,,,3.57,202330,Charlotte Hornets,0.53,0.48,0.05,0.75,0.48,0.27,21.889,0.503,7.076,0.353,0.331,6.462,0.799,0.298,0.248,9.031,6.613,0.191,0.586,0.007,3.014
256,549,10,10,IND,Paul George,Fresno State,11,706,23664,14275,4522,2465,0.436,0.384,0.847,33.5,20.2,6.4,3.5,75.3,0.153,4.1,36.2,,,,1.13,202331,Los Angeles Clippers,5.02,3.46,1.56,3.85,3.27,0.58,27.456,0.499,10.558,0.379,0.398,8.878,0.854,0.328,0.315,11.682,6.939,0.238,0.541,0.006,4.654
257,552,13,13,TOR,Ed Davis,UNC,11,691,13555,4263,4552,532,0.566,0,0.585,19.6,6.2,6.6,0.8,42.8,0.151,-0.2,6.1,,,,9.09,202334,Minnesota Timberwolves,-1.31,-2.36,1.05,0.79,-0.92,1.71,8.285,0.534,0.941,0.203,0.085,3.603,0.614,0.32,0.099,17.982,2.569,0.085,1.775,0.02,1.821
258,553,14,14,HOU,Patrick Patterson,Kentucky,11,719,14923,4782,2799,736,0.447,0.369,0.755,20.8,6.7,3.9,1,31.9,0.102,-0.1,7.4,,,,6.24,202335,Los Angeles Clippers,-1.24,-0.97,-0.26,-0.39,-0.25,-0.14,14.538,0.499,10.308,0.35,0.677,2.049,0.725,0.118,0.139,7.206,2.167,0.059,0.47,0.005,1.099
259,557,18,18,OKC,Eric Bledsoe,Kentucky,11,702,19660,9814,2755,3320,0.453,0.337,0.785,28,14,3.9,4.7,44.7,0.109,1.7,18.3,,,,6.82,202339,New Orleans Pelicans,-0.23,0.38,-0.61,-0.21,0.28,-0.49,18.885,0.504,7.896,0.338,0.432,5.607,0.727,0.303,0.221,5.82,6.4,0.208,0.589,0.007,2.972
260,558,19,19,BOS,Avery Bradley,Texas,11,598,16745,6885,1727,1058,0.435,0.363,0.78,28,11.5,2.9,1.8,16,0.046,-2.3,-1.3,,,,7.38,202340,Houston Rockets,-2.31,-1.64,-0.67,-1.9,-1.84,-0.06,14.467,0.487,8.517,0.359,0.598,1.65,0.793,0.115,0.157,4.912,3.899,0.116,0.385,0.004,1.935
261,572,33,33,SAC,Hassan Whiteside,Marshall,9,446,11483,5916,5029,301,0.581,0.308,0.603,25.7,13.3,11.3,0.7,46.2,0.193,2.6,13.3,,,,1.57,202355,Sacramento Kings,-1.12,-1.45,0.33,-0.68,-1.88,1.2,20.165,0.575,1.052,0.22,0.056,7.732,0.558,0.348,0.242,19.746,1.716,0.06,4.192,0.043,3.35
262,600,1,1,CLE,Andrew Wiggins,Kansas,7,525,18606,10263,2324,1232,0.446,0.341,0.731,35.4,19.5,4.4,2.3,18.9,0.049,-1.8,1,,,,11.4,203952,Golden State Warriors,-0.34,-0.33,-0.01,-0.12,0.03,-0.15,21.803,0.517,7.438,0.345,0.34,5.228,0.713,0.244,0.233,7.188,3.127,0.11,1.236,0.014,2.334
263,601,2,2,MIL,Jabari Parker,Duke,7,298,8423,4327,1675,604,0.494,0.321,0.741,28.3,14.5,5.6,2,13.5,0.077,-0.8,2.5,,,,8.48,203953,Boston Celtics,-0.18,-0.88,0.7,0.52,-0.35,0.87,17.733,0.558,3.521,0.275,0.201,4.229,0.77,0.223,0.197,12.414,3.307,0.106,1.194,0.012,2.738
264,602,3,3,PHI,Joel Embiid,Kansas,5,260,7943,6456,2936,796,0.487,0.329,0.808,30.6,24.8,11.3,3.1,31.6,0.191,4.9,13.8,,,,11.4,203954,Philadelphia 76ers,5.94,3.29,2.65,2.91,2.22,0.69,28.789,0.544,5.541,0.339,0.207,13.978,0.838,0.53,0.354,16.224,4.314,0.159,2.042,0.021,4.951
265,603,4,4,ORL,Aaron Gordon,Arizona,7,453,12901,5761,2871,1125,0.45,0.321,0.695,28.5,12.7,6.3,2.5,23.6,0.088,0,6.4,,,,9.04,203932,Denver Nuggets,0.11,-0.27,0.38,-1.6,-1.11,-0.49,16.001,0.538,4.717,0.304,0.285,4.288,0.67,0.272,0.175,9.716,3.51,0.104,0.968,0.01,2.334
266,605,6,6,BOS,Marcus Smart,Oklahoma State,7,449,13188,4577,1597,1901,0.376,0.32,0.777,29.4,10.2,3.6,4.2,24,0.087,-0.3,5.6,,,,7.53,203935,Boston Celtics,1.46,0.66,0.8,0.93,-0.25,1.18,16.338,0.48,9.558,0.355,0.577,4.988,0.8,0.312,0.186,5.797,8.434,0.244,0.604,0.007,3.07
267,606,7,7,LAL,Julius Randle,Kentucky,7,446,13601,7744,4098,1472,0.485,0.342,0.741,30.5,17.4,9.2,3.3,28.3,0.1,0.3,7.9,,,,9.9,203944,New York Knicks,0.73,1.14,-0.41,0.83,1.15,-0.32,26.275,0.495,8.921,0.359,0.336,9.062,0.791,0.347,0.31,13.301,7.687,0.261,0.422,0.005,4.374
268,609,10,10,PHI,Elfrid Payton,Louisiana,7,450,12834,4886,1919,2769,0.45,0.289,0.63,28.5,10.9,4.3,6.2,15.9,0.06,-0.8,3.8,,,,-1.6,203901,New York Knicks,-1.81,-1.68,-0.13,-1.67,-1.44,-0.23,19.941,0.478,3.007,0.256,0.164,4.601,0.598,0.219,0.229,7.272,7.098,0.226,0.354,0.005,3.458
269,610,11,11,DEN,Doug McDermott,Creighton,7,476,9789,4268,1121,432,0.478,0.407,0.824,20.6,9,2.4,0.9,17.7,0.087,-1.8,0.6,,,,4.29,203926,Indiana Pacers,-0.83,0.08,-0.91,0.61,1.33,-0.72,19.079,0.602,8.283,0.379,0.438,3.365,0.828,0.193,0.199,6.24,2.369,0.075,0.332,0.004,1.312
270,612,13,13,MIN,Zach LaVine,UCLA,7,411,12891,7831,1568,1557,0.458,0.385,0.824,31.4,19.1,3.8,3.8,17.8,0.066,0.1,6.7,,,,7.62,203897,Chicago Bulls,1.41,2.28,-0.87,3.57,4.14,-0.57,27.964,0.53,12.606,0.371,0.445,8.09,0.832,0.286,0.333,6.647,6.708,0.24,0.617,0.007,4.608
271,613,14,14,PHO,TJ Warren,NC State,7,332,9553,5142,1372,397,0.507,0.357,0.78,28.8,15.5,4.1,1.2,19.6,0.099,-0.2,4.2,,,,7.31,203933,Indiana Pacers,0.55,0.63,-0.08,0.98,1.04,-0.06,22.073,0.54,5.696,0.352,0.24,4.787,0.8,0.217,0.254,7.505,2.779,0.094,0.702,0.008,1.949
272,618,19,19,CHI,Gary Harris,Michigan State,7,407,11743,4847,1040,857,0.45,0.359,0.805,28.9,11.9,2.6,2.1,18.6,0.076,-1.3,2.2,,,,9.96,203914,Orlando Magic,-2.33,-1.56,-0.77,-2.85,-1.66,-1.19,17.69,0.469,7.311,0.363,0.43,4.254,0.82,0.238,0.19,4.383,4.043,0.135,0.517,0.006,2.434
273,622,23,23,UTA,Rodney Hood,Duke,7,396,10268,4493,1083,698,0.422,0.367,0.839,25.9,11.3,2.7,1.8,16.7,0.078,-1.1,2.2,,,,,203918,Toronto Raptors,-2.22,-1.38,-0.85,-2.6,-1.71,-0.89,15.146,0.481,6.671,0.352,0.472,2.829,0.826,0.183,0.155,5.943,2.388,0.084,0.438,0.005,1.561
274,629,30,30,SAS,Kyle Anderson,UCLA,7,436,9099,2845,1852,984,0.483,0.335,0.724,20.9,6.5,4.2,2.3,23.5,0.124,1.8,8.7,,,,7.72,203937,Memphis Grizzlies,1.41,0.25,1.16,2.81,0.97,1.84,15.265,0.542,6.259,0.347,0.399,4.306,0.78,0.29,0.172,9.857,6.251,0.175,1.339,0.015,2.271
275,632,33,33,CLE,Joe Harris,Virginia,7,400,10178,4426,1288,665,0.484,0.438,0.779,25.4,11.1,3.2,1.7,20,0.094,-0.6,3.7,,,,5.72,203925,Brooklyn Nets,0.31,0.65,-0.34,-0.48,0.44,-0.92,13.981,0.546,8.758,0.4,0.626,1.326,0.775,0.103,0.136,5.57,2.291,0.059,0.23,0.002,1.318
276,637,38,38,DET,Spencer Dinwiddie,Colorado,7,320,8226,4123,888,1587,0.41,0.318,0.794,25.7,12.9,2.8,5,18.4,0.107,0.3,4.8,,,,7.49,203915,Brooklyn Nets,0.4,1.03,-0.62,-0.12,1.14,-1.26,20.059,0.489,9.401,0.321,0.461,9.298,0.763,0.435,0.24,5.946,9.222,0.28,0.378,0.004,3.979
277,638,39,39,PHI,Jerami Grant,Syracuse,7,508,12954,5425,1998,636,0.457,0.347,0.705,25.5,10.7,3.9,1.3,25.8,0.095,-0.6,4.4,,,,7.91,203924,Detroit Pistons,-0.62,-0.29,-0.32,0.19,0.69,-0.5,27.039,0.467,9.138,0.352,0.346,10.244,0.784,0.392,0.306,6.516,4.298,0.15,1.432,0.017,2.985
278,644,45,45,CHH,Dwight Powell,Stanford,7,429,7922,3209,1945,427,0.569,0.29,0.744,18.5,7.5,4.5,1,29.8,0.18,1.4,6.7,,,,6.38,203939,Dallas Mavericks,1.68,0.07,1.62,3,0.79,2.21,10.395,0.681,1.112,0.24,0.064,6.322,0.742,0.619,0.135,12.975,3.516,0.091,1.489,0.017,1.858
279,645,46,46,WAS,Jordan Clarkson,Missouri,7,521,14050,7950,1698,1332,0.443,0.343,0.827,27,15.3,3.3,2.6,18.1,0.062,-0.5,5.3,,,,,203903,Utah Jazz,0.17,2.04,-1.87,0.58,2.79,-2.21,27.578,0.51,15.973,0.35,0.591,4.008,0.863,0.168,0.27,6.472,3.978,0.129,0.302,0.003,2.743