,index,Rk,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP.1,PTS.1,TRB.1,AST.1,WS,WS/48,BPM,VORP,College SOS,DARKO,LEBRON,sos,Seasons,Wins Added,WA / Season,Career LEBRON,Career O-LEBRON,Career D-LEBRON
0,0,1,1,MIN,Anthony Edwards,Georgia,1,72,2314,1392,336,211,0.417,0.329,0.776,32.1,19.3,4.7,2.9,0.8,0.017,-2.6,-0.3,8.06,,,8.06,1,2.160370415,2.160370415,-0.903030553,0.908966044,-1.811996598
1,1,2,2,GSW,James Wiseman,Memphis,1,39,836,448,226,26,0.519,0.316,0.628,21.4,11.5,5.8,0.7,0.7,0.042,-5.4,-0.7,5.07,,,5.07,1,-0.527734361,-0.527734361,-3.270920491,-3.033286023,-0.237634467
2,3,4,4,CHI,Patrick Williams,Florida State,1,71,1983,655,327,99,0.483,0.391,0.728,27.9,9.2,4.6,1.4,2.5,0.06,-2.7,-0.3,7.64,,,7.64,1,-1.56328723,-1.56328723,-3.514918176,-3.144005463,-0.370912712
3,4,5,5,CLE,Isaac Okoro,Auburn,1,67,2173,646,206,128,0.42,0.29,0.726,32.4,9.6,3.1,1.9,0.9,0.02,-5,-1.6,7.39,,,7.39,1,-1.794260933,-1.794260933,-3.573370553,-2.639356522,-0.934014031
4,5,6,6,ATL,Onyeka Okongwu,USC,1,50,601,228,163,18,0.644,0,0.632,12,4.6,3.3,0.4,1.9,0.155,-1.3,0.1,7.22,,,7.22,1,0.480165251,0.480165251,-1.103928132,-1.627424099,0.523495967
5,7,8,8,NYK,Obi Toppin,Dayton,1,62,683,253,138,29,0.498,0.306,0.731,11,4.1,2.2,0.5,1.5,0.109,-1,0.2,3.69,,,3.69,1,0.424232611,0.424232611,-1.36905661,-1.074636115,-0.294420495
6,9,10,10,PHO,Jalen Smith,Maryland,1,27,156,53,37,4,0.44,0.235,0.714,5.8,2,1.4,0.1,0.1,0.022,-6.2,-0.2,10.5,,,10.5,1,0.089439584,0.089439584,-1.438918578,-0.964852376,-0.474066201
7,10,11,11,SAS,Devin Vassell,Florida State,1,62,1056,341,174,56,0.406,0.347,0.843,17,5.5,2.8,0.9,1.5,0.069,-1.9,0.1,8.95,,,8.95,1,0.633668891,0.633668891,-1.400413408,-1.49659806,0.096184652
8,11,12,12,SAC,Tyrese Haliburton,Iowa State,1,58,1746,753,173,309,0.472,0.409,0.857,30.1,13,3,5.3,3.5,0.096,1.1,1.4,9.68,,,9.68,1,1.506061853,1.506061853,-1.008451031,0.683574151,-1.692025182
9,12,13,13,NOP,Kira Lewis Jr.,Alabama,1,54,904,343,71,124,0.386,0.333,0.843,16.7,6.4,1.3,2.3,0.9,0.045,-3.8,-0.4,8.56,,,8.56,1,0.773798553,0.773798553,-1.019155279,-0.495773719,-0.52338156
10,13,14,14,BOS,Aaron Nesmith,Vanderbilt,1,46,669,218,127,23,0.438,0.37,0.786,14.5,4.7,2.8,0.5,1.1,0.076,-3.2,-0.2,7.1,,,7.1,1,0.231519521,0.231519521,-1.780986279,-1.613229052,-0.167757227
11,14,15,15,ORL,Cole Anthony,UNC,1,47,1273,605,221,192,0.397,0.337,0.832,27.1,12.9,4.7,4.1,0,-0.001,-3.3,-0.4,10.05,,,10.05,1,-0.002048162,-0.002048162,-2.305966767,-1.425144488,-0.880822279
12,15,16,16,POR,Isaiah Stewart,Washington,1,68,1455,537,453,59,0.553,0.333,0.696,21.4,7.9,6.7,0.9,4,0.132,-1.2,0.3,8.25,,,8.25,1,1.873944104,1.873944104,-0.376200365,-1.916140759,1.539940393
13,17,18,18,DAL,Josh Green,Arizona,1,39,445,101,78,28,0.452,0.16,0.565,11.4,2.6,2,0.7,0.5,0.05,-3.7,-0.2,8.4,,,8.4,1,0.276399764,0.276399764,-1.368190859,-1.232314883,-0.135875977
14,18,19,19,BRK,Saddiq Bey,Villanova,1,70,1909,857,318,95,0.404,0.38,0.844,27.3,12.2,4.5,1.4,3.3,0.082,-0.8,0.6,9,,,9,1,0.380070382,0.380070382,-2.002470157,-0.465216575,-1.537253581
15,19,20,20,MIA,Precious Achiuwa,Memphis,1,61,737,304,208,29,0.544,0,0.509,12.1,5,3.4,0.5,1.3,0.085,-4.5,-0.5,5.07,,,5.07,1,0.431519671,0.431519671,-1.422314961,-2.303444503,0.881129542
16,20,21,21,PHI,Tyrese Maxey,Kentucky,1,61,935,488,104,120,0.462,0.301,0.871,15.3,8,1.7,2,1.9,0.099,-1.9,0,7.46,,,7.46,1,0.769907436,0.769907436,-1.067771033,0.240980623,-1.308751657
17,21,22,22,DEN,Zeke Nnaji,Arizona,1,42,397,136,65,10,0.481,0.407,0.8,9.5,3.2,1.5,0.2,0.9,0.104,-2.1,0,8.4,,,8.4,1,-0.290019927,-0.290019927,-3.42421014,-1.883542325,-1.540667815
18,24,25,25,OKC,Immanuel Quickley,Kentucky,1,64,1243,731,137,127,0.395,0.389,0.891,19.4,11.4,2.1,2,3.2,0.125,0.6,0.8,8.87,,,8.87,1,2.748200029,2.748200029,0.992787526,1.733101838,-0.740314312
19,25,26,26,BOS,Payton Pritchard,Oregon,1,66,1268,510,158,120,0.44,0.411,0.889,19.2,7.7,2.4,1.8,2.5,0.095,-1.1,0.3,7.11,,,7.11,1,0.969805791,0.969805791,-1.15398538,-0.173094038,-0.980891342
20,26,27,27,UTA,Udoka Azubuike,Kansas,1,15,57,16,13,0,0.444,,0.8,3.8,1.1,0.9,0,0.1,0.119,-4.9,0,12.13,,,12.13,1,0.015940366,0.015940366,-1.88255731,-1.060888912,-0.821668398
21,27,28,28,LAL,Jaden McDaniels,Washington,1,63,1511,427,232,71,0.447,0.364,0.6,24,6.8,3.7,1.1,1.4,0.046,-3.8,-0.7,8.25,,,8.25,1,0.676904204,0.676904204,-1.628090811,-2.652018719,1.023927908
22,28,29,29,TOR,Malachi Flynn,San Diego State,1,47,928,353,116,137,0.374,0.321,0.804,19.7,7.5,2.5,2.9,0.8,0.041,-2.8,-0.2,5.34,,,5.34,1,0.572121713,0.572121713,-1.375403444,-1.548348985,0.172945541
23,29,30,30,BOS,Desmond Bane,TCU,1,68,1519,625,210,118,0.469,0.432,0.816,22.3,9.2,3.1,1.7,2.9,0.093,-1,0.4,10.08,,,10.08,1,0.671250423,0.671250423,-1.637292798,-0.754843296,-0.882449502
24,30,31,31,DAL,Tyrell Terry,Stanford,1,11,56,11,6,6,0.313,0,0.333,5.1,1,0.5,0.5,-0.1,-0.049,-5.5,-0.1,6.38,,,6.38,1,0.07796134,0.07796134,-0.233011502,-0.162695696,-0.070315805
25,31,32,32,CHO,Vernon Carey Jr.,Duke,1,19,115,46,27,2,0.5,0.143,0.818,6.1,2.4,1.4,0.1,0.2,0.066,-6.2,-0.1,8,,,8,1,0.111926227,0.111926227,-0.840125749,-0.903319576,0.063193827
26,32,33,33,MIN,Daniel Oturu,Minnesota,1,30,161,54,48,10,0.423,0.2,0.75,5.4,1.8,1.6,0.3,0.3,0.081,-5.6,-0.1,11.41,,,11.41,1,0.181458509,0.181458509,-0.614270639,-0.338348749,-0.27592189
27,35,36,36,PHI,Tyler Bey,Colorado,1,18,71,18,19,3,0.318,0.25,0.6,3.9,1,1.1,0.2,0,-0.033,-9.6,-0.1,6.31,,,6.31,1,0.076875452,0.076875452,-0.679994018,-0.316272236,-0.363721782
28,37,38,38,UTA,Saben Lee,Vanderbilt,1,48,781,267,97,174,0.471,0.348,0.685,16.3,5.6,2,3.6,1.5,0.091,-1.9,0,8.11,,,8.11,1,0.280526663,0.280526663,-1.761197449,-1.325269916,-0.435927534
29,38,39,39,NOP,Elijah Hughes,Syracuse,1,18,64,31,9,6,0.333,0.348,0.75,3.6,1.7,0.5,0.3,0,-0.013,-3.7,0,6.22,,,6.22,1,0.030819208,0.030819208,-1.574636913,-0.109435942,-1.465200971
30,40,41,41,SAS,Tre Jones,Duke,1,37,269,94,21,39,0.474,0.6,0.895,7.3,2.5,0.6,1.1,0.4,0.066,-3.4,-0.1,9.99,,,9.99,1,-0.01754499,-0.01754499,-2.402664602,-1.075767905,-1.326896697
31,41,42,42,NOP,Nick Richards,Kentucky,1,18,63,15,11,2,0.444,0,0.636,3.5,0.8,0.6,0.1,0,0.026,-8.7,-0.1,9.49,,,9.49,1,0.047409412,0.047409412,-1.165888957,-0.69884233,-0.467046627
32,42,43,43,SAC,Jahmi'us Ramsey,Texas Tech,1,13,94,40,10,6,0.395,0.263,1,7.2,3.1,0.8,0.5,0,0.012,-4.7,-0.1,8.41,,,8.41,1,0.126959929,0.126959929,-0.293453712,-0.011391094,-0.282062618
33,44,45,45,MIL,Jordan Nwora,Louisville,1,30,274,171,60,7,0.459,0.452,0.76,9.1,5.7,2,0.2,0.4,0.068,-1.3,0,9.22,,,9.22,1,0.177049237,0.177049237,-1.33007447,-0.946220285,-0.383854185
34,45,46,46,POR,CJ Elleby,Washington State,1,30,192,68,32,10,0.379,0.206,0.733,6.4,2.3,1.1,0.3,0.1,0.032,-5.6,-0.2,3.57,,,3.57,1,0.108770227,0.108770227,-1.452325185,-0.681934459,-0.770390726
35,47,48,48,GSW,Nico Mannion,Arizona,1,30,364,123,46,70,0.342,0.367,0.821,12.1,4.1,1.5,2.3,0.2,0.029,-4.1,-0.2,8.4,,,8.4,1,-0.014523591,-0.014523591,-2.364076177,-1.196909863,-1.167166315
36,48,49,49,PHI,Isaiah Joe,Arkansas,1,41,383,153,36,20,0.361,0.368,0.75,9.3,3.7,0.9,0.5,0.6,0.078,-3.5,-0.1,8.02,,,8.02,1,0.386085441,0.386085441,-0.791482397,0.058704155,-0.850186552
37,49,50,50,ATL,Skylar Mays,LSU,1,33,269,124,35,30,0.449,0.35,0.88,8.2,3.8,1.1,0.9,0.8,0.14,1.6,0.2,8.27,,,8.27,1,0.406520737,0.406520737,-0.046784027,0.551460044,-0.598244071
38,52,53,53,OKC,Cassius Winston,Michigan State,1,22,98,41,9,12,0.424,0.471,0.833,4.5,1.9,0.4,0.5,0.1,0.066,-3,0,10.17,,,10.17,1,0.104490892,0.104490892,-0.70882667,-0.348762477,-0.360064193
39,53,54,54,IND,Cassius Stanley,Duke,1,24,93,36,20,1,0.302,0.231,0.778,3.9,1.5,0.8,0,-0.1,-0.05,-11.2,-0.2,8,,,8,1,0.075749185,0.075749185,-1.084457121,-0.36174969,-0.72270743
40,55,56,56,CHO,Grant Riller,College of Charleston,1,7,27,18,1,3,0.667,0.5,,3.9,2.6,0.1,0.4,0.1,0.177,5.4,0.1,-1.82,,,-1.82,1,0.026243474,0.026243474,-0.858223145,-0.372837881,-0.485385265
41,56,57,57,LAC,Reggie Perry,Mississippi State,1,26,211,78,73,14,0.41,0.19,0.769,8.1,3,2.8,0.5,0.2,0.04,-6.7,-0.2,8.02,,,8.02,1,0.187666245,0.187666245,-0.966648567,-0.2246912,-0.741957366
42,57,58,58,PHI,Paul Reed,DePaul,1,26,177,88,61,12,0.538,0,0.5,6.8,3.4,2.3,0.5,0.6,0.162,-0.9,0,7.15,,,7.15,1,0.342648572,0.342648572,0.580412617,0.343787901,0.236624716
43,58,59,59,TOR,Jalen Harris,Nevada,1,13,172,96,18,17,0.5,0.472,0.778,13.2,7.4,1.4,1.3,0.3,0.079,0.6,0.1,-0.11,,,-0.11,1,0.190647058,0.190647058,-0.644002246,-0.277998194,-0.366004052
44,59,60,60,NOP,Sam Merrill,Utah State University,1,30,233,89,30,21,0.444,0.447,1,7.8,3,1,0.7,0.5,0.102,-1.4,0,4.04,,,4.04,1,0.105781876,0.105781876,-1.617991018,-1.089782231,-0.528208788
45,60,1,1,NOP,Zion Williamson,Duke,2,85,2694,2187,591,276,0.604,0.333,0.683,31.7,25.7,7,3.2,10.6,0.189,4.6,4.5,11.98,,,11.98,2,9.776110681,4.88805534,3.151414002,3.476824236,-0.325410234
46,61,2,2,MEM,Ja Morant,Murray State,2,130,4127,2397,511,953,0.463,0.317,0.75,31.7,18.4,3.9,7.3,7,0.081,-0.2,1.8,-3.32,,,-3.32,2,8.209974826,4.104987413,0.665855636,1.431263824,-0.765408188
47,62,3,3,NYK,RJ Barrett,Duke,2,128,4215,2067,693,360,0.425,0.37,0.683,32.9,16.1,5.4,2.8,3.6,0.041,-2.7,-0.7,11.98,,,11.98,2,2.622056434,1.311028217,-1.370932241,-0.739090388,-0.631841854
48,63,4,4,LAL,De'Andre Hunter,Virginia,2,86,2696,1122,396,156,0.43,0.348,0.799,31.3,13,4.6,1.8,1.8,0.032,-3.3,-0.9,9.61,,,9.61,2,0.8654712,0.4327356,-1.825431022,-1.154820025,-0.670610997
49,64,5,5,CLE,Darius Garland,Vanderbilt,2,113,3614,1669,240,558,0.428,0.374,0.858,32,14.8,2.1,4.9,-0.1,-0.001,-3.6,-1.5,7.79,,,7.79,2,-0.456333406,-0.228166703,-2.512883596,-1.037573297,-1.475310299
50,65,6,6,PHO,Jarrett Culver,Texas Tech,2,97,2005,760,316,134,0.406,0.288,0.503,20.7,7.8,3.3,1.4,-0.2,-0.005,-4.6,-1.3,9.56,,,9.56,2,-0.109551716,-0.054775858,-2.386961953,-1.964315469,-0.422646484
51,66,7,7,CHI,Coby White,UNC,2,134,3830,1900,514,503,0.406,0.357,0.849,28.6,14.2,3.8,3.8,3.3,0.041,-2.7,-0.7,11.35,,,11.35,2,1.444551441,0.72227572,-1.737144012,-0.377798798,-1.359345214
52,67,8,8,ATL,Jaxson Hayes,Texas,2,124,2044,921,516,91,0.647,0.389,0.697,16.5,7.4,4.2,0.7,7.4,0.174,0.1,1.1,11.46,,,11.46,2,2.806337406,1.403168703,-0.2497261,-0.96357134,0.71384524
53,68,9,9,WAS,Rui Hachimura,Gonzaga,2,105,3241,1438,606,169,0.473,0.313,0.797,30.9,13.7,5.8,1.6,3.9,0.058,-3.3,-1.1,3.91,,,3.91,2,1.43992472,0.71996236,-1.636549756,-1.588193926,-0.048355829
54,69,10,10,ATL,Cam Reddish,Duke,2,84,2301,902,320,122,0.378,0.309,0.808,27.4,10.7,3.8,1.5,0,0.001,-4,-1.2,11.98,,,11.98,2,0.060347888,0.030173944,-2.267205761,-1.270153094,-0.997052667
55,70,11,11,MIN,Cameron Johnson,UNC,2,117,2692,1077,386,155,0.427,0.367,0.828,23,9.2,3.3,1.3,5.2,0.093,-0.2,1.2,10.06,,,10.06,2,4.714086092,2.357043046,0.309980388,0.253250178,0.05673021
56,71,12,12,CHO,P.J. Washington,Kentucky,2,122,3713,1534,734,284,0.447,0.381,0.698,30.4,12.6,6,2.3,4.7,0.06,-1.4,0.6,10.51,,,10.51,2,2.709641298,1.354820649,-1.209680418,-2.021843733,0.812163315
57,72,13,13,MIA,Tyler Herro,Kentucky,2,109,3143,1558,492,305,0.434,0.375,0.834,28.8,14.3,4.5,2.8,3.2,0.05,-1.6,0.3,10.29,,,10.29,2,0.352485876,0.176242938,-2.136182935,-0.330421541,-1.805761394
58,73,14,14,BOS,Romeo Langford,Indiana,2,50,653,135,76,26,0.353,0.222,0.73,13.1,2.7,1.5,0.5,0.2,0.016,-5,-0.5,10.1,,,10.1,2,-0.126282621,-0.063141311,-2.598392097,-2.344224899,-0.254167198
59,75,16,16,ORL,Chuma Okeke,Auburn,1,45,1133,349,181,101,0.417,0.348,0.75,25.2,7.8,4,2.2,1.3,0.056,-1.4,0.2,9.11,,,9.11,1,0.840168045,0.840168045,-1.188687086,-1.317032192,0.128345105
60,76,17,17,BRK,Nickeil Alexander-Walker,Virginia Tech,2,93,1598,775,228,191,0.401,0.347,0.709,17.2,8.3,2.5,2.1,0.5,0.015,-2.7,-0.3,7.25,,,7.25,2,1.630881756,0.815440878,-0.774616413,-0.502522654,-0.272093759
61,79,20,20,BOS,Matisse Thybulle,Washington,2,130,2585,560,231,142,0.421,0.33,0.559,19.9,4.3,1.8,1.1,5.1,0.094,0.9,1.9,7,,,7,2,4.234008905,2.117004453,0.142776793,-1.50132286,1.644099653
62,80,21,21,OKC,Brandon Clarke,Gonzaga,2,117,2715,1310,673,176,0.567,0.305,0.724,23.2,11.2,5.8,1.5,9.1,0.162,2.1,2.8,2.7,,,2.7,2,5.955055822,2.977527911,0.968298393,0.22086172,0.747436673
63,81,22,22,BOS,Grant Williams,Tennessee,2,132,2181,531,356,132,0.426,0.32,0.657,16.5,4,2.7,1,2.7,0.058,-3.4,-0.8,10.15,,,10.15,2,1.044701599,0.522350799,-1.581728535,-2.38732439,0.805595855
64,83,24,24,PHI,Ty Jerome,Virginia,2,64,1116,455,137,164,0.415,0.39,0.76,17.4,7.1,2.1,2.6,1.3,0.055,-1.4,0.2,10.05,,,10.05,2,0.138271082,0.069135541,-2.11624349,-0.91111064,-1.20513285
65,84,25,25,POR,Nassir Little,UNC,2,96,1213,392,236,45,0.45,0.302,0.719,12.6,4.1,2.5,0.5,1.7,0.066,-3.3,-0.4,11.35,,,11.35,2,0.609342205,0.304671103,-1.547222172,-0.967798548,-0.579423624
66,85,26,26,CLE,Dylan Windler,Belmont,1,31,513,161,107,33,0.438,0.338,0.778,16.5,5.2,3.5,1.1,0.5,0.045,-1.7,0,-2.32,,,-2.32,1,0.540559929,0.540559929,-0.723211154,-1.166819419,0.443608264
67,86,27,27,BRK,Mfiondu Kabengele,Florida State,2,51,344,137,71,19,0.388,0.314,0.84,6.7,2.7,1.4,0.4,0.4,0.054,-3.3,-0.1,9.38,,,9.38,2,0.271419519,0.13570976,-1.120210597,-0.894226137,-0.225984459
68,87,28,28,GSW,Jordan Poole,Michigan,2,108,2262,1115,210,233,0.381,0.316,0.84,20.9,10.3,1.9,2.2,0.7,0.015,-4,-1.1,9.98,,,9.98,2,-0.865509361,-0.432754681,-2.898123579,-1.349744401,-1.548379178
69,88,29,29,SAS,Keldon Johnson,Kentucky,2,86,2269,1035,469,136,0.492,0.36,0.75,26.4,12,5.5,1.6,4.3,0.092,-1.5,0.3,10.29,,,10.29,2,2.685264568,1.342632284,-0.53107378,-0.347951137,-0.183122644
70,89,30,30,MIL,Kevin Porter Jr.,USC,2,76,1997,929,261,273,0.434,0.323,0.728,26.3,12.2,3.4,3.6,0.3,0.007,-3.8,-0.9,4.96,,,4.96,2,0.181935428,0.090967714,-2.175228431,-1.082223945,-1.093004486
71,90,31,31,BRK,Nicolas Claxton,Georgia,2,47,781,278,210,44,0.606,0.167,0.494,16.6,5.9,4.5,0.9,2.4,0.145,0.1,0.4,8.5,,,8.5,2,1.781526962,0.890763481,1.102263494,-0.879695457,1.981958951
72,91,32,32,PHO,KZ Okpala,Stanford,2,42,473,99,73,20,0.386,0.235,0.529,11.3,2.4,1.7,0.5,0.2,0.021,-6.7,-0.6,6.14,,,6.14,2,0.007469545,0.003734773,-2.280485003,-1.878584374,-0.401900629
73,92,33,33,PHI,Carsen Edwards,Purdue,2,68,627,244,73,38,0.372,0.302,0.75,9.2,3.6,1.1,0.6,0.4,0.03,-4.7,-0.4,9.84,,,9.84,2,0.157620369,0.078810185,-1.925767204,-0.812380379,-1.113386826
74,93,34,34,PHI,Bruno Fernando,Maryland,2,89,939,291,276,59,0.498,0.128,0.603,10.6,3.3,3.1,0.7,0.7,0.037,-4.8,-0.7,9.02,,,9.02,2,0.129955962,0.064977981,-2.094022299,-2.042190199,-0.0518321
75,95,36,36,CHO,Cody Martin,Nevada,2,100,1752,445,319,181,0.435,0.252,0.62,17.5,4.5,3.2,1.8,2.1,0.056,-2.2,-0.1,6.59,,,6.59,2,2.35371415,1.176857075,-0.294362346,-0.605611522,0.311249176
76,97,38,38,CHI,Daniel Gafford,Arkansas,2,97,1400,600,337,50,0.691,,0.619,14.4,6.2,3.5,0.5,5.3,0.182,0.8,1,9.31,,,9.31,2,2.946388202,1.473194101,0.844062982,-0.90134187,1.745404852
77,99,40,40,SAC,Justin James,Wyoming,2,72,542,228,62,40,0.446,0.343,0.544,7.5,3.2,0.9,0.6,0.3,0.024,-3.2,-0.2,1.62,,,1.62,2,0.422615144,0.211307572,-1.139529754,-0.756125078,-0.383404676
78,100,41,41,GSW,Eric Paschall,Villanova,2,100,2349,1218,403,178,0.497,0.301,0.755,23.5,12.2,4,1.8,3,0.062,-2.9,-0.5,7.55,,,7.55,2,-0.01104529,-0.005522645,-2.310733599,-1.057703358,-1.253030241
79,101,42,42,PHI,Admiral Schofield,Tennessee,1,33,368,99,47,15,0.38,0.311,0.667,11.2,3,1.4,0.5,0.1,0.017,-5.5,-0.3,9.58,,,9.58,1,0.005381823,0.005381823,-2.281379174,-1.911514416,-0.369864758
80,102,43,43,MIN,Jaylen Nowell,Washington,2,57,910,436,108,81,0.415,0.301,0.847,16,7.6,1.9,1.4,0.9,0.045,-3.2,-0.3,6.54,,,6.54,2,0.69076841,0.345384205,-1.163476689,-0.260350563,-0.903126126
81,103,44,44,MIA,Bol Bol,Oregon,2,39,247,109,43,13,0.453,0.394,0.72,6.3,2.8,1.1,0.3,0.1,0.02,-3.8,-0.1,6.13,,,6.13,2,0.126782057,0.063391028,-1.530373447,-1.114923823,-0.415449623
82,104,45,45,DET,Isaiah Roby,Nebraska,2,64,1436,533,343,107,0.481,0.294,0.744,22.4,8.3,5.4,1.7,1.2,0.041,-3.6,-0.6,9.79,,,9.79,2,-0.35564258,-0.17782129,-2.680576572,-2.691053896,0.010477324
83,105,46,46,ORL,Talen Horton-Tucker,Iowa State,2,71,1385,619,176,187,0.459,0.285,0.767,19.5,8.7,2.5,2.6,2.2,0.077,-1.2,0.3,9.3,,,9.3,2,1.852378162,0.926189081,-0.303589217,-0.682129502,0.378540285
84,106,47,47,SAC,Ignas Brazdeikis,Michigan,2,22,302,108,50,21,0.39,0.324,0.737,13.7,4.9,2.3,1,0,-0.006,-6.2,-0.3,10.55,,,10.55,2,0.239627685,0.119813843,-1.112623316,-0.704614692,-0.408008624
85,107,48,48,LAC,Terance Mann,Florida State,2,108,1625,571,297,157,0.501,0.405,0.793,15,5.3,2.8,1.5,4.5,0.133,-0.4,0.6,8.95,,,8.95,2,2.111906991,1.055953496,-0.360408671,-0.256638267,-0.103770404
86,108,49,49,SAS,Quinndary Weatherspoon,Mississippi State,2,31,199,58,18,19,0.404,0.182,0.778,6.4,1.9,0.6,0.6,-0.1,-0.014,-6,-0.2,6.95,,,6.95,2,0.123611782,0.061805891,-1.368352519,-0.949273507,-0.419079012
87,109,50,50,IND,Jarrell Brantley,College of Charleston,2,37,234,88,47,26,0.438,0.366,0.75,6.3,2.4,1.3,0.7,0.5,0.099,-0.6,0.1,-1.6,,,-1.6,2,0.17217007,0.086085035,-1.20035257,-0.580696273,-0.619656296
88,110,51,51,BOS,Tremont Waters,LSU,2,37,357,139,33,78,0.361,0.306,0.96,9.6,3.8,0.9,2.1,0.1,0.019,-2.3,0,8.59,,,8.59,2,0.405066339,0.202533169,-0.601579683,0.020448218,-0.622027901
89,111,52,52,CHO,Jalen McDaniels,San Diego State,2,63,1197,435,234,66,0.469,0.341,0.728,19,6.9,3.7,1,1.6,0.066,-3.3,-0.4,3.19,,,3.19,2,0.406464481,0.20323224,-1.790921165,-1.318504042,-0.472417124
90,112,53,53,UTA,Justin Wright-Foreman,Hofstra,1,4,45,19,5,7,0.35,0.2,0.75,11.3,4.8,1.3,1.8,0,-0.008,-9,-0.1,-1.81,,,-1.81,1,0.051635741,0.051635741,-0.590650871,-0.222280169,-0.368370702
91,113,54,54,PHI,Marial Shayok,Iowa State,1,4,28,11,7,1,0.25,0.333,0.75,7,2.8,1.8,0.3,-0.1,-0.13,-13,-0.1,9.79,,,9.79,1,0.028935256,0.028935256,-0.747042059,-0.291763613,-0.455278446
92,114,55,55,NYK,Kyle Guy,Virginia,2,34,245,91,36,33,0.333,0.265,0.8,7.2,2.7,1.1,1,-0.1,-0.016,-6.6,-0.3,10.05,,,10.05,2,0.250883736,0.125441868,-0.766985625,0.100924556,-0.867910181
93,116,57,57,NOP,Jordan Bone,Tennessee,2,24,249,68,28,26,0.378,0.286,,10.4,2.8,1.2,1.1,0.1,0.01,-5.9,-0.2,10.15,,,10.15,2,0.118511166,0.059255583,-1.587544722,-1.101589528,-0.485955195
94,117,58,58,GSW,Miye Oni,Yale,2,64,628,140,101,32,0.359,0.346,0.818,9.8,2.2,1.6,0.5,1,0.078,-2.5,-0.1,-2.08,,,-2.08,2,-0.040010251,-0.020005126,-2.403730089,-1.652568673,-0.751161417
95,118,59,59,TOR,Dewan Hernandez,Miami (FL),1,6,28,14,14,3,0.357,0.5,0.6,4.7,2.3,2.3,0.5,0,0.043,-9.6,-0.1,8.26,,,8.26,1,0.029068865,0.029068865,-0.760238053,-0.294834011,-0.465404042
96,120,1,1,PHO,Deandre Ayton,Arizona,3,178,5534,2846,1892,296,0.588,0.189,0.756,31.1,16,10.6,1.7,17.4,0.151,0.5,3.5,6.84,,,6.84,3,9.422992284,3.140997428,0.239656409,0.026239004,0.213417405
