,index,Rk,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP.1,PTS.1,TRB.1,AST.1,WS,WS/48,BPM,VORP,College SOS,DARKO,LEBRON,sos,Seasons,Wins Added,WA / Season,Career LEBRON,Career O-LEBRON,Career D-LEBRON
97,121,2,2,SAC,Marvin Bagley III,Duke,3,118,3013,1716,886,115,0.5,0.314,0.663,25.5,14.5,7.5,1,5.3,0.085,-2.1,-0.1,9.71,,,9.71,3,2.680749431,0.893583144,-0.969390037,-0.055607081,-0.913782957
98,123,4,4,MEM,Jaren Jackson Jr.,Michigan State,3,126,3395,1946,596,154,0.48,0.374,0.765,26.9,15.4,4.7,1.2,7.5,0.106,0.1,1.8,7.1,,,7.1,3,5.337425667,1.779141889,0.045129015,-0.950398582,0.995527597
99,124,5,5,DAL,Trae Young,Oklahoma,3,204,6748,4921,801,1807,0.431,0.343,0.861,33.1,24.1,3.9,8.9,16.3,0.116,2.2,7,10.56,,,10.56,3,12.77647918,4.258826394,0.525606001,3.624517712,-3.098911711
100,125,6,6,ORL,Mo Bamba,Texas,3,155,2369,991,800,116,0.471,0.325,0.646,15.3,6.4,5.2,0.7,5.9,0.12,-0.3,1,10.67,,,10.67,3,3.692782788,1.230927596,0.02501558,-1.492290354,1.517305934
101,126,7,7,CHI,Wendell Carter Jr.,Duke,3,141,3741,1545,1155,233,0.506,0.241,0.749,26.5,11,8.2,1.7,8.6,0.11,-1.9,0.1,9.71,,,9.71,3,5.792591051,1.930863684,0.010087934,-1.674976198,1.685064132
102,127,8,8,CLE,Collin Sexton,Alabama,3,207,6863,4180,627,697,0.458,0.385,0.831,33.2,20.2,3,3.4,5.4,0.038,-2.3,-0.6,10.64,,,10.64,3,-1.577329965,-0.525776655,-2.676065076,-0.03723657,-2.638828506
103,128,9,9,NYK,Kevin Knox,Kentucky,3,182,3788,1545,580,162,0.369,0.345,0.703,20.8,8.5,3.2,0.9,-0.6,-0.007,-4.8,-2.6,10.73,,,10.73,3,-4.534118822,-1.511372941,-4.168497906,-2.38435656,-1.784141345
104,129,10,10,PHI,Mikal Bridges,Villanova,3,227,6807,2321,865,454,0.497,0.376,0.83,30,10.2,3.8,2,15.7,0.111,0.7,4.7,9.74,,,9.74,3,12.87519877,4.291732923,0.520680352,-0.169352796,0.690033148
105,130,11,11,CHO,Shai Gilgeous-Alexander,Kentucky,3,187,5782,3050,810,709,0.482,0.373,0.805,30.9,16.3,4.3,3.8,13,0.108,1.3,4.8,10.73,,,10.73,3,7.845948923,2.615316308,-0.275177875,0.108206861,-0.383384736
106,131,12,12,LAC,Miles Bridges,Michigan State,3,211,5623,2280,1082,356,0.461,0.354,0.816,26.6,10.8,5.1,1.7,8.8,0.075,-1.1,1.3,8.8,,,8.8,3,2.038035943,0.679345314,-1.763331898,-0.880788401,-0.882543497
107,132,13,13,LAC,Jerome Robinson,Boston College,3,113,1604,514,208,131,0.363,0.31,0.721,14.2,4.5,1.8,1.2,-0.1,-0.003,-4.8,-1.1,7.65,,,7.65,3,0.043073675,0.014357892,-2.263028627,-1.921402544,-0.341626083
108,133,14,14,DEN,Michael Porter Jr.,Missouri,2,116,2815,1674,704,116,0.532,0.439,0.806,24.3,14.4,6.1,1,9.8,0.167,2.5,3.2,9.19,,,9.19,2,8.358794295,4.179397147,2.133764823,1.864165624,0.269599199
109,135,16,16,PHO,Zhaire Smith,Texas Tech,2,13,143,48,15,12,0.378,0.316,0.667,11,3.7,1.2,0.9,0,0.011,-6.1,-0.2,9.6,,,9.6,2,0.153544813,0.076772407,-0.693946113,-0.108074129,-0.585871984
110,136,17,17,MIL,Donte DiVincenzo,Villanova,3,159,3745,1429,763,388,0.432,0.349,0.728,23.6,9,4.8,2.4,8.5,0.108,0.3,2.2,9.74,,,9.74,3,8.594661868,2.864887289,1.119214889,0.014779037,1.104435852
111,137,18,18,SAS,Lonnie Walker,Miami (FL),3,138,2628,1103,311,178,0.419,0.369,0.773,19,8,2.3,1.3,0.7,0.014,-3.6,-1.1,6.96,,,6.96,3,-0.965859996,-0.321953332,-2.869993596,-1.187261652,-1.682731944
112,138,19,19,ATL,Kevin Huerter,Maryland,3,200,5934,2233,704,668,0.422,0.376,0.783,29.7,11.2,3.5,3.3,6.6,0.053,-1.5,0.8,8.11,,,8.11,3,4.47801198,1.49267066,-1.172844408,-0.479163612,-0.693680796
113,139,20,20,MIN,Josh Okogie,Georgia Tech,3,195,4501,1419,642,253,0.403,0.273,0.766,23.1,7.3,3.3,1.3,4.7,0.05,-3,-1.2,7.84,,,7.84,3,3.577900101,1.192633367,-1.113638904,-1.305959107,0.192320203
114,140,21,21,UTA,Grayson Allen,Duke,3,126,2393,1073,268,185,0.423,0.381,0.832,19,8.5,2.1,1.5,3.9,0.078,-1.8,0.2,10.27,,,10.27,3,1.138977228,0.379659076,-1.600276014,-0.509541907,-1.090734107
115,141,22,22,CHI,Chandler Hutchison,Boise State,3,97,1768,554,371,77,0.441,0.309,0.638,18.2,5.7,3.8,0.8,1.2,0.032,-3.9,-0.9,2.57,,,2.57,3,-0.042040331,-0.014013444,-2.343646096,-2.269369194,-0.074276902
116,142,23,23,IND,Aaron Holiday,UCLA,3,182,3439,1396,312,435,0.403,0.372,0.832,18.9,7.7,1.7,2.4,3.2,0.045,-2.5,-0.4,7.65,,,7.65,3,2.364593481,0.788197827,-1.270824227,-0.616584345,-0.654239882
117,144,25,25,LAL,Moritz Wagner,Michigan,3,133,2003,910,450,130,0.48,0.315,0.817,15.1,6.8,3.4,1,3.1,0.075,-2.9,-0.4,9.16,,,9.16,3,1.327093353,0.442364451,-1.308053439,-1.565629808,0.257576369
118,145,26,26,PHI,Landry Shamet,Wichita State,3,193,4657,1781,346,315,0.416,0.397,0.834,24.1,9.2,1.8,1.6,8,0.083,-2,0,,,,4.22,3,2.317025868,0.772341956,-1.555005274,-0.326466076,-1.228539198
119,146,27,27,BOS,Robert Williams,Texas A&M,3,113,1656,648,567,128,0.72,0,0.623,14.7,5.7,5,1.1,8.5,0.247,5.1,3,,,,9.29,3,4.029593711,1.343197904,1.32659325,-0.182719568,1.509312818
120,147,28,28,GSW,Jacob Evans,Cincinnati,2,59,622,168,66,54,0.337,0.315,0.833,10.5,2.8,1.1,0.9,-0.6,-0.047,-7.4,-0.8,,,,4.76,2,-0.323577392,-0.161788696,-3.099963563,-2.85369775,-0.246265813
121,149,30,30,ATL,Omari Spellman,Villanova,2,95,1691,642,413,94,0.417,0.366,0.766,17.8,6.8,4.3,1,2.4,0.068,-1.5,0.2,,,,10.24,2,0.480794718,0.240397359,-1.873938597,-1.462234217,-0.41170438
122,151,32,32,MEM,Jevon Carter,West Virginia,3,157,2239,707,276,224,0.386,0.381,0.803,14.3,4.5,1.8,1.4,3.3,0.072,-0.6,0.8,,,,9.53,3,2.312517147,0.770839049,-0.755488164,-0.995953941,0.240465777
123,152,33,33,DAL,Jalen Brunson,Villanova,3,198,4310,2001,534,657,0.489,0.373,0.775,21.8,10.1,2.7,3.3,9.8,0.109,-0.6,1.5,,,,9.74,3,6.995609889,2.331869963,0.120841635,0.766434876,-0.645593241
124,153,34,34,ATL,Devonte' Graham,Kansas,3,164,4546,2178,423,887,0.376,0.364,0.822,27.7,13.3,2.6,5.4,7.3,0.077,-0.2,2.1,,,,11.86,3,7.343427075,2.447809025,0.109082231,1.487566112,-1.378483881
125,156,37,37,SAC,Gary Trent Jr.,Duke,3,134,3245,1469,263,146,0.417,0.393,0.778,24.2,11,2,1.1,3.9,0.058,-2,0,,,,9.71,3,1.729598223,0.576532741,-1.500806299,0.305279175,-1.806085475
126,157,38,38,PHI,Khyri Thomas,Creighton,3,39,409,160,39,36,0.388,0.316,0.75,10.5,4.1,1,0.9,0.5,0.058,-2.7,-0.1,,,,7.83,3,0.430541943,0.143513981,-0.728714197,-0.491965407,-0.23674879
127,160,41,41,ORL,Jarred Vanderbilt,Kentucky,3,92,1254,380,400,81,0.597,0.143,0.57,13.6,4.1,4.3,0.9,3.2,0.121,-1,0.3,,,,10.73,3,2.277029881,0.75900996,0.404517497,-1.795497113,2.200014609
128,161,42,42,DET,Bruce Brown,Miami (FL),3,197,4534,1409,808,425,0.471,0.298,0.74,23,7.2,4.1,2.2,7.9,0.084,-1.6,0.5,,,,8.26,3,4.03041015,1.34347005,-0.974267775,-1.475596728,0.501328953
129,162,43,43,DEN,Justin Jackson,Maryland,,,,,,,,,,,,,,,,,,,,,8.12,4,1.664612757,0.416153189,-1.774051047,-0.859426375,-0.914624672
130,194,15,15,POR,Justin Jackson,UNC,4,248,4742,1641,630,274,0.427,0.321,0.797,19.1,6.6,2.5,1.1,5.3,0.053,-2.8,-1,,,,11.4,4,1.664612757,0.416153189,-1.774051047,-0.859426375,-0.914624672
131,164,45,45,BRK,Hamidou Diallo,Kentucky,3,149,2648,1112,536,154,0.463,0.294,0.627,17.8,7.5,3.6,1,2.8,0.05,-3.3,-0.8,,,,10.73,3,0.025168351,0.00838945,-2.296761962,-1.866817692,-0.429944269
132,165,46,46,HOU,De'Anthony Melton,USC,3,162,3196,1177,515,466,0.412,0.35,0.775,19.7,7.3,3.2,2.9,4,0.06,-0.3,1.4,,,,6.4,3,6.7290372,2.2430124,0.840469193,-0.359292103,1.199761296
133,166,47,47,LAL,Sviatoslav Mykhailiuk,Kansas,3,164,3029,1196,303,253,0.4,0.362,0.764,18.5,7.3,1.8,1.5,1.8,0.028,-2.8,-0.6,,,,11.86,3,2.24986136,0.749953787,-1.188634577,-0.535828899,-0.652805678
134,167,48,48,MIN,Keita Bates-Diop,Ohio State,3,104,1492,518,259,59,0.429,0.302,0.694,14.3,5,2.5,0.6,1.9,0.061,-2.2,-0.1,,,,7.69,3,0.007751444,0.002583815,-2.300295651,-1.702084002,-0.598211649
135,168,49,49,SAS,Chimezie Metu,USC,3,83,738,335,181,51,0.48,0.317,0.74,8.9,4,2.2,0.6,0.6,0.039,-4,-0.4,,,,6.78,3,0.475428236,0.158476079,-1.336313555,-1.102262124,-0.234051431
136,169,50,50,IND,Alize Johnson,Missouri State,3,49,371,141,157,22,0.496,0.313,0.774,7.6,2.9,3.2,0.4,1.2,0.155,-0.5,0.1,,,,0.82,3,0.632569174,0.210856391,0.244058798,0.285163742,-0.041104945
137,172,53,53,OKC,Devon Hall,Virginia,1,11,81,20,7,13,0.2,0.235,0.5,7.4,1.8,0.6,1.2,-0.2,-0.116,-6.4,-0.1,,,,9.73,1,0.084990096,0.084990096,-0.725854189,-0.312879742,-0.412974447
138,173,54,54,DAL,Shake Milton,SMU,3,123,2534,1281,271,315,0.454,0.374,0.815,20.6,10.4,2.2,2.6,5.2,0.099,-1.9,0.1,,,,4.22,3,1.501889852,0.500629951,-1.413141986,-0.087190441,-1.325951545
139,175,56,56,PHI,Ray Spalding,Louisville,2,16,167,58,52,5,0.529,0,0.286,10.4,3.6,3.3,0.3,0.1,0.024,-5.7,-0.2,,,,9.32,2,0.242720674,0.121360337,-0.122631248,-0.550258755,0.427627507
140,176,57,57,OKC,Kevin Hervey,UT Arlington,1,10,52,17,12,5,0.259,0.15,,5.2,1.7,1.2,0.5,-0.1,-0.085,-5.1,0,,,,-2.12,1,0.059361387,0.059361387,-0.597920641,-0.292339611,-0.30558103
141,177,58,58,DEN,Thomas Welsh,UCLA,1,11,36,18,4,5,0.538,0.429,0.5,3.3,1.6,0.4,0.5,0.1,0.162,1.2,0,,,,7.8,1,0.035199336,0.035199336,-0.849522703,-0.349238237,-0.500284466
142,178,59,59,PHO,George King,Colorado,1,1,6,0,1,0,,,,6,0,1,0,0,-0.001,-7.9,0,,,,7.36,1,0.007674372,0.007674372,-0.357419225,0.03824594,-0.395665164
143,179,60,60,PHI,Kostas Antetokounmpo,Dayton,3,22,87,21,23,3,0.375,,0.474,4,1,1,0.1,-0.2,-0.098,-10.2,-0.2,,,,2.7,3,0.112881163,0.037627054,-0.350919607,-0.418528096,0.067608489
144,180,1,1,PHI,Markelle Fultz,Washington,4,113,2891,1228,376,524,0.447,0.265,0.695,25.6,10.9,3.3,4.6,3.1,0.052,-2.2,-0.2,,,,6.82,4,3.049275762,0.76231894,-0.723689452,-0.721034046,-0.002655407
145,181,2,2,LAL,Lonzo Ball,UCLA,4,217,6975,2540,1257,1385,0.397,0.353,0.56,32.1,11.7,5.8,6.4,9.2,0.063,0.8,4.8,,,,6.39,4,13.58451292,3.39612823,0.60392066,-0.240450428,0.844371088
146,182,3,3,BOS,Jayson Tatum,Duke,4,289,9453,5594,1811,772,0.458,0.396,0.84,32.7,19.4,6.3,2.7,25.5,0.129,2.1,9.8,,,,10.91,4,32.01555209,8.003888024,2.787193073,1.45301519,1.334177883
147,183,4,4,PHO,Josh Jackson,Kansas,4,240,5888,2948,1018,480,0.418,0.298,0.676,24.5,12.3,4.2,2,-1.7,-0.014,-3.8,-2.7,,,,12.23,4,0.767372378,0.191843094,-2.114920711,-1.732098906,-0.382821805
148,184,5,5,SAC,De'Aaron Fox,Kentucky,4,263,8242,4781,907,1675,0.458,0.326,0.718,31.3,18.2,3.4,6.4,13.2,0.077,0.1,4.5,,,,10.49,4,12.80265758,3.200664394,0.010488851,0.91867292,-0.908184068
149,185,6,6,ORL,Jonathan Isaac,Florida State,3,136,3512,1269,741,146,0.435,0.33,0.797,25.8,9.3,5.4,1.1,6.7,0.091,0.2,2,,,,8.87,3,6.841526794,2.280508931,0.607098465,-1.578900095,2.185998561
150,186,7,7,MIN,Lauri Markkanen,Arizona,4,221,6511,3439,1559,273,0.44,0.366,0.845,29.5,15.6,7.1,1.2,11.6,0.086,-0.2,2.8,,,,7.63,4,8.333117606,2.083279401,-0.388788075,-0.028718906,-0.360069169
151,188,9,9,DAL,Dennis Smith Jr.,NC State,4,179,4514,2111,548,785,0.4,0.316,0.652,25.2,11.8,3.1,4.4,-1,-0.01,-2.4,-0.5,,,,8.09,4,1.33954763,0.334886907,-1.859404974,-1.135195681,-0.724209293
152,189,10,10,SAC,Zach Collins,Gonzaga,3,154,2691,881,614,139,0.444,0.324,0.722,17.5,5.7,4,0.9,3.9,0.069,-2.6,-0.4,,,,4.13,3,1.545609945,0.515203315,-1.441370732,-1.583972632,0.1426019
153,190,11,11,CHO,Malik Monk,Kentucky,4,233,4159,2128,461,409,0.403,0.339,0.843,17.8,9.1,2,1.8,2,0.023,-2.7,-0.7,,,,10.49,4,0.233965461,0.058491365,-2.227133236,-0.341314904,-1.885818332
154,191,12,12,DET,Luke Kennard,Duke,4,227,5054,2133,618,457,0.449,0.413,0.86,22.3,9.4,2.7,2,9.7,0.092,-0.7,1.6,,,,10.75,4,2.141825364,0.535456341,-1.666575043,-0.438293322,-1.228281721
155,192,13,13,DEN,Donovan Mitchell,Louisville,4,278,9371,6501,1151,1184,0.439,0.362,0.829,33.7,23.4,4.1,4.3,21.8,0.112,1.8,9.1,,,,9.44,4,22.72403542,5.681008854,1.316609427,1.785579115,-0.468969688
156,193,14,14,MIA,Bam Adebayo,Kentucky,4,287,7841,3549,2286,999,0.559,0.159,0.738,27.3,12.4,8,3.5,28.3,0.173,2.7,9.4,,,,10.49,4,21.58010069,5.395025172,1.810948116,0.179817124,1.631130992
157,195,16,16,CHI,Justin Patton,Creighton,4,22,296,86,60,19,0.404,0.25,0.667,13.5,3.9,2.7,0.9,0.4,0.066,-2.6,0,,,,8.95,4,0.337351286,0.084337822,-0.592727667,-1.029398755,0.436671089
158,196,17,17,MIL,DJ Wilson,Michigan,4,142,1749,617,436,103,0.411,0.329,0.598,12.3,4.3,3.1,0.7,2.4,0.067,-2.9,-0.4,,,,9.23,4,1.462923738,0.365730935,-1.048337576,-1.421020653,0.372683077
159,197,18,18,IND,TJ Leaf,UCLA,4,146,1238,477,283,43,0.492,0.341,0.585,8.5,3.3,1.9,0.3,2.7,0.104,-1.8,0.1,,,,6.39,4,0.552416145,0.138104036,-1.647097067,-0.758881994,-0.888215073
160,198,19,19,ATL,John Collins,Wake Forest,4,239,6825,3961,2019,357,0.567,0.38,0.777,28.6,16.6,8.4,1.5,23.1,0.162,1.4,5.8,,,,10.16,4,14.14204678,3.535511695,0.789301702,0.813238065,-0.023936362
161,199,20,20,POR,Harry Giles,Duke,3,142,1835,832,543,174,0.511,0.258,0.671,12.9,5.9,3.8,1.2,3,0.079,-2.5,-0.2,,,,10.91,3,0.921822019,0.307274006,-1.547366058,-1.585421251,0.038055193
162,201,22,22,BRK,Jarrett Allen,Texas,4,285,7253,3041,2362,375,0.611,0.2,0.696,25.4,10.7,8.3,1.3,26.5,0.175,1.2,5.8,,,,12.75,4,16.38071015,4.095177538,1.070391702,-0.213779542,1.284171244
163,202,23,23,TOR,OG Anunoby,Indiana,4,253,6332,2322,982,304,0.48,0.375,0.692,25,9.2,3.9,1.2,13.8,0.105,0,3.1,,,,7.53,4,8.205444157,2.051361039,-0.369006382,-1.069910317,0.700903935
164,203,24,24,UTA,Tyler Lydon,Syracuse,2,26,96,23,18,6,0.5,0.4,0.333,3.7,0.9,0.7,0.2,0.2,0.084,-4.3,-0.1,,,,9.11,2,0.060633837,0.030316918,-1.350407101,-0.707384157,-0.643022943
165,205,26,26,POR,Caleb Swanigan,Purdue,3,75,655,169,218,56,0.438,0.118,0.614,8.7,2.3,2.9,0.7,-0.2,-0.015,-6.2,-0.7,,,,8.12,3,0.255451618,0.085150539,-1.716260305,-1.681018866,-0.035241439
166,206,27,27,BRK,Kyle Kuzma,Utah,4,276,8195,4206,1555,526,0.448,0.338,0.727,29.7,15.2,5.6,1.9,12.2,0.072,-1.2,1.5,,,,6.84,4,9.37180234,2.342950585,-0.59273153,-0.158921067,-0.433810463
167,207,28,28,LAL,Tony Bradley,UNC,4,112,1412,610,532,62,0.649,0.429,0.676,12.6,5.4,4.8,0.6,6.1,0.208,0.9,1,,,,11.76,4,2.451513852,0.612878463,0.28897513,0.04182661,0.24714852
168,208,29,29,SAS,Derrick White,Colorado,4,188,4608,2035,603,640,0.452,0.357,0.825,24.5,10.8,3.2,3.4,10.2,0.106,1.1,3.6,,,,6,4,12.67360496,3.168401241,1.803243116,0.862415772,0.940827344
169,209,30,30,UTA,Josh Hart,Villanova,4,242,6280,2111,1313,390,0.432,0.348,0.728,26,8.7,5.4,1.6,11.4,0.087,-0.8,1.9,,,,8.51,4,6.887605537,1.721901384,-0.660720458,-0.816278567,0.155558109
170,210,31,31,CHO,Frank Jackson,Duke,3,160,2704,1256,303,166,0.431,0.348,0.767,16.9,7.9,1.9,1,1.8,0.031,-4.2,-1.5,,,,10.91,3,-0.456117383,-0.152039128,-2.560459705,-0.783638212,-1.776821493
171,211,32,32,PHO,Davon Reed,Miami (FL),2,31,289,75,45,16,0.307,0.31,0.667,9.3,2.4,1.5,0.5,-0.2,-0.039,-6.3,-0.3,,,,8.24,2,0.304223551,0.152111775,-0.726248835,-0.876351886,0.150103051
172,213,34,34,SAC,Frank Mason,Kansas,4,103,1616,695,204,272,0.396,0.301,0.755,15.7,6.7,2,2.6,1.2,0.035,-2.7,-0.3,,,,11.74,4,1.143232331,0.285808083,-1.241039437,-0.318181413,-0.922858024
173,214,35,35,ORL,Ivan Rabb,California,2,85,1237,485,364,86,0.555,0.2,0.743,14.6,5.7,4.3,1,3.2,0.125,-1.7,0.1,,,,7.1,2,0.827810937,0.413905469,-1.296534386,-1.088458037,-0.208076349
174,216,37,37,BOS,Semi Ojeleye,SMU,4,254,3705,877,539,117,0.394,0.349,0.701,14.6,3.5,2.1,0.5,5,0.064,-3.3,-1.2,,,,,4,-2.018312556,-0.504578139,-3.140905118,-2.491569698,-0.649335419
175,217,38,38,CHI,Jordan Bell,Oregon,4,160,1935,593,496,201,0.552,0.2,0.636,12.1,3.7,3.1,1.3,4.9,0.121,0.2,1.1,,,,8.23,4,3.246958624,0.811739656,0.204976496,-0.709518436,0.914494933
176,218,39,39,PHI,Jawun Evans,Oklahoma State,2,56,843,237,96,110,0.345,0.263,0.776,15.1,4.2,1.7,2,-0.4,-0.022,-5.4,-0.7,,,,10.51,2,0.079494244,0.039747122,-2.161649157,-1.832909567,-0.32873959
177,219,40,40,NOP,Dwayne Bacon,Florida State,4,207,4012,1503,537,230,0.402,0.314,0.78,19.4,7.3,2.6,1.1,0.8,0.01,-5,-3.1,,,,8.52,4,-2.556824522,-0.639206131,-3.28603143,-2.254005416,-1.032026014
178,220,41,41,ATL,Tyler Dorsey,Oregon,2,104,1672,701,243,135,0.389,0.35,0.669,16.1,6.7,2.3,1.3,1,0.03,-3.1,-0.5,,,,8.51,2,0.835014819,0.41750741,-1.552903157,-0.489636576,-1.063266581
179,221,42,42,UTA,Thomas Bryant,Indiana,4,143,2986,1532,863,196,0.6,0.362,0.748,20.9,10.7,6,1.4,10.5,0.169,1.8,2.8,,,,7.53,4,5.314848123,1.328712031,0.354012725,0.069448704,0.284564022
180,223,44,44,NYK,Damyean Dotson,Oregon,4,211,4221,1590,530,314,0.417,0.346,0.711,20,7.5,2.5,1.5,3,0.034,-2.8,-0.9,,,,,4,-0.397658659,-0.099414665,-2.448968218,-1.336849495,-1.112118722
181,224,45,45,HOU,Dillon Brooks,Oregon,4,240,6789,3365,727,458,0.42,0.353,0.79,28.3,14,3,1.9,3.7,0.026,-4.1,-3.7,,,,8.23,4,4.808866008,1.202216502,-1.243784381,-0.896327857,-0.347456525
182,225,46,46,PHI,Sterling Brown,SMU,4,215,3806,1271,734,232,0.426,0.374,0.781,17.7,5.9,3.4,1.1,5.8,0.073,-2,0,,,,10.11,4,0.476012807,0.119003202,-2.115965862,-2.038979015,-0.076986848
183,226,47,47,IND,Ike Anigbogu,UCLA,2,14,36,13,12,1,0.333,,0.833,2.6,0.9,0.9,0.1,0,0.057,-1.1,0,,,,6.39,2,0.035558896,0.017779448,-0.819946444,-0.137300329,-0.682646115
184,227,48,48,MIL,Sindarius Thornwell,South Carolina,4,160,1721,401,206,111,0.407,0.34,0.672,10.8,2.5,1.3,0.7,1.1,0.032,-3.1,-0.5,,,,7.8,4,1.222216394,0.305554099,-1.238710676,-2.219027299,0.980316623
185,230,51,51,DEN,Monte Morris,Iowa State,4,205,4827,2002,429,709,0.479,0.393,0.816,23.5,9.8,2.1,3.5,13.1,0.13,0.4,2.9,,,,10.28,4,6.848337268,1.712084317,-0.182945488,0.688509705,-0.871455193
186,231,52,52,NOP,Edmond Sumner,Xavier,4,108,1520,619,165,114,0.474,0.333,0.728,14.1,5.7,1.5,1.1,1.9,0.061,-3.2,-0.5,,,,9.81,4,-0.036413983,-0.009103496,-2.340235603,-1.16004507,-1.180190533
187,232,53,53,BOS,Kadeem Allen,Arizona,3,47,640,258,71,109,0.435,0.349,0.757,13.6,5.5,1.5,2.3,1,0.075,-1,0.2,,,,7.43,3,0.791342434,0.263780811,-0.452392029,0.02076619,-0.473158219
188,233,54,54,PHO,Alec Peters,Valparaiso,1,20,225,82,37,12,0.378,0.31,0.8,11.3,4.1,1.9,0.6,0.3,0.055,-2.8,0,,,,-0.95,1,0.415765508,0.415765508,0.456044322,0.704129573,-0.248085252
189,234,55,55,UTA,Nigel Williams-Goss,Gonzaga,1,10,50,14,6,6,0.313,0.286,1,5,1.4,0.6,0.6,0,0.017,-3.9,0,,,,,1,0.065056387,0.065056387,-0.349285267,-0.167105788,-0.182179479
190,235,56,56,BOS,Jabari Bird,California,1,13,115,39,19,8,0.577,0.429,0.462,8.8,3,1.5,0.6,0.2,0.098,-3.1,0,,,,6.95,1,0.125403447,0.125403447,-0.663017601,-0.227134317,-0.435883284
191,238,59,59,SAS,Jaron Blossomgame,Clemson,1,27,439,114,98,13,0.443,0.256,0.769,16.3,4.2,3.6,0.5,0.3,0.03,-3.8,-0.2,,,,7.5,1,0.300325533,0.300325533,-1.275219571,-1.498421746,0.223202174
192,240,1,1,PHI,Ben Simmons,LSU,4,275,9326,4382,2217,2127,0.56,0.147,0.597,33.9,15.9,8.1,7.7,30.4,0.156,3.7,13.4,,,,7,4,25.46515761,6.366289402,1.772569892,0.61526198,1.157307912
193,241,2,2,LAL,Brandon Ingram,Duke,5,313,10211,5566,1576,1105,0.461,0.367,0.756,32.6,17.8,5,3.5,14.8,0.07,-0.7,3.4,,,,10.59,5,12.47854174,2.495708349,-0.477488491,0.180360112,-0.657848603
194,242,3,3,BOS,Jaylen Brown,California,5,337,9339,5085,1590,591,0.473,0.378,0.699,27.7,15.1,4.7,1.8,18.7,0.096,-0.4,3.9,,,,7.87,5,14.27187477,2.854374953,-0.021099969,-0.177383224,0.156283255
195,244,5,5,MIN,Kris Dunn,Providence,5,231,5561,1889,766,950,0.42,0.305,0.727,24.1,8.2,3.3,4.1,3.7,0.032,-1.9,0.1,,,,8.09,5,5.917514405,1.183502881,-0.710874594,-1.445960649,0.735086056
