Index,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG percent,3P percent,FT percent,MPG,PPG,RPG,APG,WS,WS per 48,BPM,VORP,sos
0,1,MIN,Anthony Edwards,Georgia,1,72,2314,1392,336,211,0.417,0.329,0.776,32.1,19.3,4.7,2.9,0.8,0.017,-2.6,-0.3,8.06
1,2,GSW,James Wiseman,Memphis,1,39,836,448,226,26,0.519,0.316,0.628,21.4,11.5,5.8,0.7,0.7,0.042,-5.4,-0.7,5.07
2,4,CHI,Patrick Williams,Florida State,1,71,1983,655,327,99,0.483,0.391,0.728,27.9,9.2,4.6,1.4,2.5,0.06,-2.7,-0.3,7.64
3,5,CLE,Isaac Okoro,Auburn,1,67,2173,646,206,128,0.42,0.29,0.726,32.4,9.6,3.1,1.9,0.9,0.02,-5,-1.6,7.39
4,6,ATL,Onyeka Okongwu,USC,1,50,601,228,163,18,0.644,0,0.632,12,4.6,3.3,0.4,1.9,0.155,-1.3,0.1,7.22
5,8,NYK,Obi Toppin,Dayton,1,62,683,253,138,29,0.498,0.306,0.731,11,4.1,2.2,0.5,1.5,0.109,-1,0.2,3.3
6,10,PHO,Jalen Smith,Maryland,1,27,156,53,37,4,0.44,0.235,0.714,5.8,2,1.4,0.1,0.1,0.022,-6.2,-0.2,10.3
7,11,SAS,Devin Vassell,Florida State,1,62,1056,341,174,56,0.406,0.347,0.843,17,5.5,2.8,0.9,1.5,0.069,-1.9,0.1,8.95
8,12,SAC,Tyrese Haliburton,Iowa State,1,58,1746,753,173,309,0.472,0.409,0.857,30.1,13,3,5.3,3.5,0.096,1.1,1.4,9.68
9,13,NOP,Kira Lewis Jr.,Alabama,1,54,904,343,71,124,0.386,0.333,0.843,16.7,6.4,1.3,2.3,0.9,0.045,-3.8,-0.4,8.56
10,14,BOS,Aaron Nesmith,Vanderbilt,1,46,669,218,127,23,0.438,0.37,0.786,14.5,4.7,2.8,0.5,1.1,0.076,-3.2,-0.2,7.1
11,15,ORL,Cole Anthony,UNC,1,47,1273,605,221,192,0.397,0.337,0.832,27.1,12.9,4.7,4.1,0,-0.001,-3.3,-0.4,10.05
12,16,POR,Isaiah Stewart,Washington,1,68,1455,537,453,59,0.553,0.333,0.696,21.4,7.9,6.7,0.9,4,0.132,-1.2,0.3,8.25
13,18,DAL,Josh Green,Arizona,1,39,445,101,78,28,0.452,0.16,0.565,11.4,2.6,2,0.7,0.5,0.05,-3.7,-0.2,8.4
14,19,BRK,Saddiq Bey,Villanova,1,70,1909,857,318,95,0.404,0.38,0.844,27.3,12.2,4.5,1.4,3.3,0.082,-0.8,0.6,9
15,20,MIA,Precious Achiuwa,Memphis,1,61,737,304,208,29,0.544,0,0.509,12.1,5,3.4,0.5,1.3,0.085,-4.5,-0.5,5.07
16,21,PHI,Tyrese Maxey,Kentucky,1,61,935,488,104,120,0.462,0.301,0.871,15.3,8,1.7,2,1.9,0.099,-1.9,0,7.46
17,22,DEN,Zeke Nnaji,Arizona,1,42,397,136,65,10,0.481,0.407,0.8,9.5,3.2,1.5,0.2,0.9,0.104,-2.1,0,8.4
18,25,OKC,Immanuel Quickley,Kentucky,1,64,1243,731,137,127,0.395,0.389,0.891,19.4,11.4,2.1,2,3.2,0.125,0.6,0.8,8.87
19,26,BOS,Payton Pritchard,Oregon,1,66,1268,510,158,120,0.44,0.411,0.889,19.2,7.7,2.4,1.8,2.5,0.095,-1.1,0.3,7.11
20,27,UTA,Udoka Azubuike,Kansas,1,15,57,16,13,0,0.444,,0.8,3.8,1.1,0.9,0,0.1,0.119,-4.9,0,12.13
21,28,LAL,Jaden McDaniels,Washington,1,63,1511,427,232,71,0.447,0.364,0.6,24,6.8,3.7,1.1,1.4,0.046,-3.8,-0.7,8.25
22,29,TOR,Malachi Flynn,San Diego State,1,47,928,353,116,137,0.374,0.321,0.804,19.7,7.5,2.5,2.9,0.8,0.041,-2.8,-0.2,5.34
23,30,BOS,Desmond Bane,TCU,1,68,1519,625,210,118,0.469,0.432,0.816,22.3,9.2,3.1,1.7,2.9,0.093,-1,0.4,10.08
24,31,DAL,Tyrell Terry,Stanford,1,11,56,11,6,6,0.313,0,0.333,5.1,1,0.5,0.5,-0.1,-0.049,-5.5,-0.1,6.38
25,32,CHO,Vernon Carey Jr.,Duke,1,19,115,46,27,2,0.5,0.143,0.818,6.1,2.4,1.4,0.1,0.2,0.066,-6.2,-0.1,8
26,33,MIN,Daniel Oturu,Minnesota,1,30,161,54,48,10,0.423,0.2,0.75,5.4,1.8,1.6,0.3,0.3,0.081,-5.6,-0.1,11.41
27,35,SAC,Xavier Tillman Sr.,Michigan State,1,59,1085,390,256,75,0.559,0.338,0.642,18.4,6.6,4.3,1.3,2.9,0.127,-0.4,0.4,10.06
28,36,PHI,Tyler Bey,Colorado,1,18,71,18,19,3,0.318,0.25,0.6,3.9,1,1.1,0.2,0,-0.033,-9.6,-0.1,6.31
29,38,UTA,Saben Lee,Vanderbilt,1,48,781,267,97,174,0.471,0.348,0.685,16.3,5.6,2,3.6,1.5,0.091,-1.9,0,8.11
30,39,NOP,Elijah Hughes,Syracuse,1,18,64,31,9,6,0.333,0.348,0.75,3.6,1.7,0.5,0.3,0,-0.013,-3.7,0,
31,40,MEM,Robert Woodard,Mississippi State,1,13,45,20,16,2,0.4,0.167,0.375,3.5,1.5,1.2,0.2,0,-0.011,-5.4,0,7.08
32,41,SAS,Tre Jones,Duke,1,37,269,94,21,39,0.474,0.6,0.895,7.3,2.5,0.6,1.1,0.4,0.066,-3.4,-0.1,9.99
33,42,NOP,Nick Richards,Kentucky,1,18,63,15,11,2,0.444,0,0.636,3.5,0.8,0.6,0.1,0,0.026,-8.7,-0.1,9.49
34,43,SAC,Jahmi'us Ramsey,Texas Tech,1,13,94,40,10,6,0.395,0.263,1,7.2,3.1,0.8,0.5,0,0.012,-4.7,-0.1,8.41
35,45,MIL,Jordan Nwora,Louisville,1,30,274,171,60,7,0.459,0.452,0.76,9.1,5.7,2,0.2,0.4,0.068,-1.3,0,9.22
36,46,POR,CJ Elleby,Washington State,1,30,192,68,32,10,0.379,0.206,0.733,6.4,2.3,1.1,0.3,0.1,0.032,-5.6,-0.2,3.57
37,48,GSW,Nico Mannion,Arizona,1,30,364,123,46,70,0.342,0.367,0.821,12.1,4.1,1.5,2.3,0.2,0.029,-4.1,-0.2,8.4
38,49,PHI,Isaiah Joe,Arkansas,1,41,383,153,36,20,0.361,0.368,0.75,9.3,3.7,0.9,0.5,0.6,0.078,-3.5,-0.1,8.02
39,50,ATL,Skylar Mays,LSU,1,33,269,124,35,30,0.449,0.35,0.88,8.2,3.8,1.1,0.9,0.8,0.14,1.6,0.2,8.27
40,51,GSW,Justinian Jessup,Boise State,,,,,,,,,,,,,,,,,,2.81
41,53,OKC,Cassius Winston,Michigan State,1,22,98,41,9,12,0.424,0.471,0.833,4.5,1.9,0.4,0.5,0.1,0.066,-3,0,10.17
42,54,IND,Cassius Stanley,Duke,1,24,93,36,20,1,0.302,0.231,0.778,3.9,1.5,0.8,0,-0.1,-0.05,-11.2,-0.2,8
43,56,CHO,Grant Riller,College of Charleston,1,7,27,18,1,3,0.667,0.5,,3.9,2.6,0.1,0.4,0.1,0.177,5.4,0.1,-1.82
44,57,LAC,Reggie Perry,Mississippi State,1,26,211,78,73,14,0.41,0.19,0.769,8.1,3,2.8,0.5,0.2,0.04,-6.7,-0.2,8.02
45,58,PHI,Paul Reed,DePaul,1,26,177,88,61,12,0.538,0,0.5,6.8,3.4,2.3,0.5,0.6,0.162,-0.9,0,7.15
46,59,TOR,Jalen Harris,Nevada,1,13,172,96,18,17,0.5,0.472,0.778,13.2,7.4,1.4,1.3,0.3,0.079,0.6,0.1,-0.11
47,60,NOP,Sam Merrill,Utah State University,1,30,233,89,30,21,0.444,0.447,1,7.8,3,1,0.7,0.5,0.102,-1.4,0,2.51
48,1,NOP,Zion Williamson,Duke,2,85,2694,2187,591,276,0.604,0.333,0.683,31.7,25.7,7,3.2,10.6,0.189,4.6,4.5,11.98
49,2,MEM,Ja Morant,Murray State,2,130,4127,2397,511,953,0.463,0.317,0.75,31.7,18.4,3.9,7.3,7,0.081,-0.2,1.8,-3.32
50,3,NYK,RJ Barrett,Duke,2,128,4215,2067,693,360,0.425,0.37,0.683,32.9,16.1,5.4,2.8,3.6,0.041,-2.7,-0.7,11.98
51,4,LAL,De'Andre Hunter,Virginia,2,86,2696,1122,396,156,0.43,0.348,0.799,31.3,13,4.6,1.8,1.8,0.032,-3.3,-0.9,9.61
52,5,CLE,Darius Garland,Vanderbilt,2,113,3614,1669,240,558,0.428,0.374,0.858,32,14.8,2.1,4.9,-0.1,-0.001,-3.6,-1.5,7.79
53,6,PHO,Jarrett Culver,Texas Tech,2,97,2005,760,316,134,0.406,0.288,0.503,20.7,7.8,3.3,1.4,-0.2,-0.005,-4.6,-1.3,9.56
54,7,CHI,Coby White,UNC,2,134,3830,1900,514,503,0.406,0.357,0.849,28.6,14.2,3.8,3.8,3.3,0.041,-2.7,-0.7,11.35
55,8,ATL,Jaxson Hayes,Texas,2,124,2044,921,516,91,0.647,0.389,0.697,16.5,7.4,4.2,0.7,7.4,0.174,0.1,1.1,11.46
56,9,WAS,Rui Hachimura,Gonzaga,2,105,3241,1438,606,169,0.473,0.313,0.797,30.9,13.7,5.8,1.6,3.9,0.058,-3.3,-1.1,3.91
57,10,ATL,Cam Reddish,Duke,2,84,2301,902,320,122,0.378,0.309,0.808,27.4,10.7,3.8,1.5,0,0.001,-4,-1.2,11.98
58,11,MIN,Cameron Johnson,UNC,2,117,2692,1077,386,155,0.427,0.367,0.828,23,9.2,3.3,1.3,5.2,0.093,-0.2,1.2,10.06
59,12,CHO,P.J. Washington,Kentucky,2,122,3713,1534,734,284,0.447,0.381,0.698,30.4,12.6,6,2.3,4.7,0.06,-1.4,0.6,10.51
60,13,MIA,Tyler Herro,Kentucky,2,109,3143,1558,492,305,0.434,0.375,0.834,28.8,14.3,4.5,2.8,3.2,0.05,-1.6,0.3,10.29
61,14,BOS,Romeo Langford,Indiana,2,50,653,135,76,26,0.353,0.222,0.73,13.1,2.7,1.5,0.5,0.2,0.016,-5,-0.5,10.1
62,16,ORL,Chuma Okeke,Auburn,1,45,1133,349,181,101,0.417,0.348,0.75,25.2,7.8,4,2.2,1.3,0.056,-1.4,0.2,9.11
63,17,BRK,Nickeil Alexander-Walker,Virginia Tech,2,93,1598,775,228,191,0.401,0.347,0.709,17.2,8.3,2.5,2.1,0.5,0.015,-2.7,-0.3,7.25
64,20,BOS,Matisse Thybulle,Washington,2,130,2585,560,231,142,0.421,0.33,0.559,19.9,4.3,1.8,1.1,5.1,0.094,0.9,1.9,7
65,21,OKC,Brandon Clarke,Gonzaga,2,117,2715,1310,673,176,0.567,0.305,0.724,23.2,11.2,5.8,1.5,9.1,0.162,2.1,2.8,2.7
66,22,BOS,Grant Williams,Tennessee,2,132,2181,531,356,132,0.426,0.32,0.657,16.5,4,2.7,1,2.7,0.058,-3.4,-0.8,10.15
67,24,PHI,Ty Jerome,Virginia,2,64,1116,455,137,164,0.415,0.39,0.76,17.4,7.1,2.1,2.6,1.3,0.055,-1.4,0.2,10.05
68,25,POR,Nassir Little,UNC,2,96,1213,392,236,45,0.45,0.302,0.719,12.6,4.1,2.5,0.5,1.7,0.066,-3.3,-0.4,11.35
69,26,CLE,Dylan Windler,Belmont,1,31,513,161,107,33,0.438,0.338,0.778,16.5,5.2,3.5,1.1,0.5,0.045,-1.7,0,-2.32
70,27,BRK,Mfiondu Kabengele,Florida State,2,51,344,137,71,19,0.388,0.314,0.84,6.7,2.7,1.4,0.4,0.4,0.054,-3.3,-0.1,9.38
71,28,GSW,Jordan Poole,Michigan,2,108,2262,1115,210,233,0.381,0.316,0.84,20.9,10.3,1.9,2.2,0.7,0.015,-4,-1.1,9.98
72,29,SAS,Keldon Johnson,Kentucky,2,86,2269,1035,469,136,0.492,0.36,0.75,26.4,12,5.5,1.6,4.3,0.092,-1.5,0.3,10.29
73,30,MIL,Kevin Porter Jr.,USC,2,76,1997,929,261,273,0.434,0.323,0.728,26.3,12.2,3.4,3.6,0.3,0.007,-3.8,-0.9,4.96
74,31,BRK,Nicolas Claxton,Georgia,2,47,781,278,210,44,0.606,0.167,0.494,16.6,5.9,4.5,0.9,2.4,0.145,0.1,0.4,8.5
75,32,PHO,KZ Okpala,Stanford,2,42,473,99,73,20,0.386,0.235,0.529,11.3,2.4,1.7,0.5,0.2,0.021,-6.7,-0.6,6.14
76,33,PHI,Carsen Edwards,Purdue,2,68,627,244,73,38,0.372,0.302,0.75,9.2,3.6,1.1,0.6,0.4,0.03,-4.7,-0.4,9.84
77,34,PHI,Bruno Fernando,Maryland,2,89,939,291,276,59,0.498,0.128,0.603,10.6,3.3,3.1,0.7,0.7,0.037,-4.8,-0.7,9.02
78,36,CHO,Cody Martin,Nevada,2,100,1752,445,319,181,0.435,0.252,0.62,17.5,4.5,3.2,1.8,2.1,0.056,-2.2,-0.1,6.59
79,38,CHI,Daniel Gafford,Arkansas,2,97,1400,600,337,50,0.691,,0.619,14.4,6.2,3.5,0.5,5.3,0.182,0.8,1,9.31
80,40,SAC,Justin James,Wyoming,2,72,542,228,62,40,0.446,0.343,0.544,7.5,3.2,0.9,0.6,0.3,0.024,-3.2,-0.2,1.62
81,41,GSW,Eric Paschall,Villanova,2,100,2349,1218,403,178,0.497,0.301,0.755,23.5,12.2,4,1.8,3,0.062,-2.9,-0.5,7.55
82,42,PHI,Admiral Schofield,Tennessee,1,33,368,99,47,15,0.38,0.311,0.667,11.2,3,1.4,0.5,0.1,0.017,-5.5,-0.3,9.58
83,43,MIN,Jaylen Nowell,Washington,2,57,910,436,108,81,0.415,0.301,0.847,16,7.6,1.9,1.4,0.9,0.045,-3.2,-0.3,6.54
84,44,MIA,Bol Bol,Oregon,2,39,247,109,43,13,0.453,0.394,0.72,6.3,2.8,1.1,0.3,0.1,0.02,-3.8,-0.1,6.13
85,45,DET,Isaiah Roby,Nebraska,2,64,1436,533,343,107,0.481,0.294,0.744,22.4,8.3,5.4,1.7,1.2,0.041,-3.6,-0.6,9.79
86,46,ORL,Talen Horton-Tucker,Iowa State,2,71,1385,619,176,187,0.459,0.285,0.767,19.5,8.7,2.5,2.6,2.2,0.077,-1.2,0.3,9.3
87,47,SAC,Ignas Brazdeikis,Michigan,2,22,302,108,50,21,0.39,0.324,0.737,13.7,4.9,2.3,1,0,-0.006,-6.2,-0.3,10.55
88,48,LAC,Terance Mann,Florida State,2,108,1625,571,297,157,0.501,0.405,0.793,15,5.3,2.8,1.5,4.5,0.133,-0.4,0.6,8.95
89,49,SAS,Quinndary Weatherspoon,Mississippi State,2,31,199,58,18,19,0.404,0.182,0.778,6.4,1.9,0.6,0.6,-0.1,-0.014,-6,-0.2,6.95
90,50,IND,Jarrell Brantley,College of Charleston,2,37,234,88,47,26,0.438,0.366,0.75,6.3,2.4,1.3,0.7,0.5,0.099,-0.6,0.1,-1.6
91,51,BOS,Tremont Waters,LSU,2,37,357,139,33,78,0.361,0.306,0.96,9.6,3.8,0.9,2.1,0.1,0.019,-2.3,0,8.59
92,52,CHO,Jalen McDaniels,San Diego State,2,63,1197,435,234,66,0.469,0.341,0.728,19,6.9,3.7,1,1.6,0.066,-3.3,-0.4,3.19
93,53,UTA,Justin Wright-Foreman,Hofstra,1,4,45,19,5,7,0.35,0.2,0.75,11.3,4.8,1.3,1.8,0,-0.008,-9,-0.1,-1.81
94,54,PHI,Marial Shayok,Iowa State,1,4,28,11,7,1,0.25,0.333,0.75,7,2.8,1.8,0.3,-0.1,-0.13,-13,-0.1,9.79
95,55,NYK,Kyle Guy,Virginia,2,34,245,91,36,33,0.333,0.265,0.8,7.2,2.7,1.1,1,-0.1,-0.016,-6.6,-0.3,10.05
96,56,LAC,Jaylen Hands,UCLA,,,,,,,,,,,,,,,,,,6.82
97,57,NOP,Jordan Bone,Tennessee,2,24,249,68,28,26,0.378,0.286,,10.4,2.8,1.2,1.1,0.1,0.01,-5.9,-0.2,10.15
98,58,GSW,Miye Oni,Yale,2,64,628,140,101,32,0.359,0.346,0.818,9.8,2.2,1.6,0.5,1,0.078,-2.5,-0.1,-2.08
99,59,TOR,Dewan Hernandez,Miami (FL),1,6,28,14,14,3,0.357,0.5,0.6,4.7,2.3,2.3,0.5,0,0.043,-9.6,-0.1,8.26
100,1,PHO,Deandre Ayton,Arizona,3,178,5534,2846,1892,296,0.588,0.189,0.756,31.1,16,10.6,1.7,17.4,0.151,0.5,3.5,6.84
101,2,SAC,Marvin Bagley III,Duke,3,118,3013,1716,886,115,0.5,0.314,0.663,25.5,14.5,7.5,1,5.3,0.085,-2.1,-0.1,9.71
102,4,MEM,Jaren Jackson Jr.,Michigan State,3,126,3395,1946,596,154,0.48,0.374,0.765,26.9,15.4,4.7,1.2,7.5,0.106,0.1,1.8,7.1
103,5,DAL,Trae Young,Oklahoma,3,204,6748,4921,801,1807,0.431,0.343,0.861,33.1,24.1,3.9,8.9,16.3,0.116,2.2,7,10.56
104,6,ORL,Mo Bamba,Texas,3,155,2369,991,800,116,0.471,0.325,0.646,15.3,6.4,5.2,0.7,5.9,0.12,-0.3,1,10.67
105,7,CHI,Wendell Carter Jr.,Duke,3,141,3741,1545,1155,233,0.506,0.241,0.749,26.5,11,8.2,1.7,8.6,0.11,-1.9,0.1,9.71
106,8,CLE,Collin Sexton,Alabama,3,207,6863,4180,627,697,0.458,0.385,0.831,33.2,20.2,3,3.4,5.4,0.038,-2.3,-0.6,10.64
107,9,NYK,Kevin Knox,Kentucky,3,182,3788,1545,580,162,0.369,0.345,0.703,20.8,8.5,3.2,0.9,-0.6,-0.007,-4.8,-2.6,10.73
108,10,PHI,Mikal Bridges,Villanova,3,227,6807,2321,865,454,0.497,0.376,0.83,30,10.2,3.8,2,15.7,0.111,0.7,4.7,9.74
109,11,CHO,Shai Gilgeous-Alexander,Kentucky,3,187,5782,3050,810,709,0.482,0.373,0.805,30.9,16.3,4.3,3.8,13,0.108,1.3,4.8,10.73
110,12,LAC,Miles Bridges,Michigan State,3,211,5623,2280,1082,356,0.461,0.354,0.816,26.6,10.8,5.1,1.7,8.8,0.075,-1.1,1.3,8.8
111,13,LAC,Jerome Robinson,Boston College,3,113,1604,514,208,131,0.363,0.31,0.721,14.2,4.5,1.8,1.2,-0.1,-0.003,-4.8,-1.1,3.22
112,14,DEN,Michael Porter Jr.,Missouri,2,116,2815,1674,704,116,0.532,0.439,0.806,24.3,14.4,6.1,1,9.8,0.167,2.5,3.2,9.19
113,15,WAS,Troy Brown,Oregon,3,155,3036,1125,633,287,0.432,0.33,0.754,19.6,7.3,4.1,1.9,3.5,0.055,-2.1,-0.1,6.99
114,16,PHO,Zhaire Smith,Texas Tech,2,13,143,48,15,12,0.378,0.316,0.667,11,3.7,1.2,0.9,0,0.011,-6.1,-0.2,9.6
115,17,MIL,Donte DiVincenzo,Villanova,3,159,3745,1429,763,388,0.432,0.349,0.728,23.6,9,4.8,2.4,8.5,0.108,0.3,2.2,9.74
116,18,SAS,Lonnie Walker,Miami (FL),3,138,2628,1103,311,178,0.419,0.369,0.773,19,8,2.3,1.3,0.7,0.014,-3.6,-1.1,6.96
117,19,ATL,Kevin Huerter,Maryland,3,200,5934,2233,704,668,0.422,0.376,0.783,29.7,11.2,3.5,3.3,6.6,0.053,-1.5,0.8,8.11
118,20,MIN,Josh Okogie,Georgia Tech,3,195,4501,1419,642,253,0.403,0.273,0.766,23.1,7.3,3.3,1.3,4.7,0.05,-3,-1.2,7.84
119,21,UTA,Grayson Allen,Duke,3,126,2393,1073,268,185,0.423,0.381,0.832,19,8.5,2.1,1.5,3.9,0.078,-1.8,0.2,10.27
120,22,CHI,Chandler Hutchison,Boise State,3,97,1768,554,371,77,0.441,0.309,0.638,18.2,5.7,3.8,0.8,1.2,0.032,-3.9,-0.9,2.57
121,23,IND,Aaron Holiday,UCLA,3,182,3439,1396,312,435,0.403,0.372,0.832,18.9,7.7,1.7,2.4,3.2,0.045,-2.5,-0.4,7.65
122,25,LAL,Moritz Wagner,Michigan,3,133,2003,910,450,130,0.48,0.315,0.817,15.1,6.8,3.4,1,3.1,0.075,-2.9,-0.4,9.16
123,26,PHI,Landry Shamet,Wichita State,3,193,4657,1781,346,315,0.416,0.397,0.834,24.1,9.2,1.8,1.6,8,0.083,-2,0,4.22
124,27,BOS,Robert Williams,Texas A&M,3,113,1656,648,567,128,0.72,0,0.623,14.7,5.7,5,1.1,8.5,0.247,5.1,3,9.29
125,28,GSW,Jacob Evans,Cincinnati,2,59,622,168,66,54,0.337,0.315,0.833,10.5,2.8,1.1,0.9,-0.6,-0.047,-7.4,-0.8,4.76
126,30,ATL,Omari Spellman,Villanova,2,95,1691,642,413,94,0.417,0.366,0.766,17.8,6.8,4.3,1,2.4,0.068,-1.5,0.2,10.24
127,32,MEM,Jevon Carter,West Virginia,3,157,2239,707,276,224,0.386,0.381,0.803,14.3,4.5,1.8,1.4,3.3,0.072,-0.6,0.8,9.53
128,33,DAL,Jalen Brunson,Villanova,3,198,4310,2001,534,657,0.489,0.373,0.775,21.8,10.1,2.7,3.3,9.8,0.109,-0.6,1.5,9.74
129,34,ATL,Devonte' Graham,Kansas,3,164,4546,2178,423,887,0.376,0.364,0.822,27.7,13.3,2.6,5.4,7.3,0.077,-0.2,2.1,11.86
130,35,ORL,Melvin Frazier,Tulane,2,29,170,55,15,4,0.4,0.364,0.375,5.9,1.9,0.5,0.1,0,0.008,-5.4,-0.2,3.37
